Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
76,112,2,,"April 24, 2012,  06:09 PM",On the Amendment S.Amdt. 2025 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Paul Amdt. No. 2025,To end the mailbox use monopoly.,"Amendment Rejected (35-64, 3/5 majority required)",'3/5',35,11,0,1,0,51,0,0,0,2,0,0,35,64,0,1,
77,112,2,,"April 25, 2012,  02:12 PM",On the Amendment S.Amdt. 2079 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Manchin Amdt. No. 2079,"To extend the moratorium on the closing and consolidation of postal facilities or post offices, stations, or branches.","Amendment Rejected (43-53, 3/5 majority required)",'3/5',4,40,0,3,38,12,0,1,1,1,0,0,43,53,0,4,
78,112,2,,"April 25, 2012,  02:46 PM",On the Amendment S.Amdt. 2028 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Paul Amdt. No. 2028,To establish a pilot program to test alternative methods for the delivery of postal services.,"Amendment Rejected (35-64, 3/5 majority required)",'3/5',35,11,0,1,0,51,0,0,0,2,0,0,35,64,0,1,
79,112,2,,"April 25, 2012,  03:08 PM",On the Amendment S.Amdt. 2039 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Paul Amdt. No. 2039,To prohibit employees of the United States Postal Service from engaging in collective bargaining.,"Amendment Rejected (23-76, 3/5 majority required)",'3/5',23,23,0,1,0,51,0,0,0,2,0,0,23,76,0,1,
80,112,2,,"April 25, 2012,  03:27 PM",On the Amendment S.Amdt. 2042 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),Casey Amdt. No. 2042,To maintain current delivery time for market-dominant products.,"Amendment Rejected (44-54, 3/5 majority required)",'3/5',2,44,0,1,41,9,0,1,1,1,0,0,44,54,0,2,
81,112,2,,"April 25, 2012,  03:52 PM",On the Amendment S.Amdt. 2046 to S.Amdt. 2000 to S. 1789 (21st Century Postal Service Act of 2012),DeMint Amdt. No. 2046,To provide protections for postal workers with respect to their right not to subsidize union nonrepresentational activities.,"Amendment Rejected (46-53, 3/5 majority required)",'3/5',46,0,0,1,0,51,0,0,0,2,0,0,46,53,0,1,
82,112,2,S. 1789,"April 25, 2012,  04:29 PM",On Passage of the Bill S. 1789,S. 1789 as Amended,"A bill to improve, sustain, and transform the United States Postal Service.","Bill Passed (62-37, 3/5 majority required)",'3/5',13,33,0,1,47,4,0,0,2,0,0,0,62,37,0,1,
83,112,2,PN920,"April 26, 2012,  12:00 PM",On the Nomination PN920,"Confirmation Gregg Jeffrey Costa, of Texas, to be U.S. District Judge for the Southern District of Texas","Gregg Jeffrey Costa, of Texas, to be United States District Judge for the Southern District of Texas",Nomination Confirmed (97-2),'1/2',44,2,0,1,51,0,0,0,2,0,0,0,97,2,0,1,
84,112,2,,"April 26, 2012,  03:28 PM",On the Amendment S.Amdt. 2094 to S.Amdt. 2093 to S. 1925 (Violence Against Women Reauthorization Act of 2011),Klobuchar Amdt. No. 2094,To provide Debbie Smith grants for auditing sexual assault evidence backlogs.,"Amendment Rejected (57-41, 3/5 majority required)",'3/5',5,41,0,1,50,0,0,1,2,0,0,0,57,41,0,2,
85,112,2,,"April 26, 2012,  03:56 PM",On the Amendment S.Amdt. 2086 to S.Amdt. 2093 to S. 1925 (Violence Against Women Reauthorization Act of 2011),Cornyn Amdt. No. 2086,To amend title 18 of the United States Code and other provisions of law to strengthen provisions of the Violence Against Women Act and improve justice for crime victims.,"Amendment Rejected (50-48, 3/5 majority required)",'3/5',46,0,0,1,3,47,0,1,1,1,0,0,50,48,0,2,
86,112,2,,"April 26, 2012,  04:16 PM",On the Amendment S.Amdt. 2095 to S.Amdt. 2093 to S. 1925 (Violence Against Women Reauthorization Act of 2011),Hutchison Amdt. No. 2095,In the nature of a substitute.,"Amendment Rejected (37-62, 3/5 majority required)",'3/5',37,9,0,1,0,51,0,0,0,2,0,0,37,62,0,1,
87,112,2,S. 1925,"April 26, 2012,  04:34 PM",On Passage of the Bill S. 1925,S. 1925 as Amended,A bill to reauthorize the Violence Against Women Act of 1994.,Bill Passed (68-31),'1/2',15,31,0,1,51,0,0,0,2,0,0,0,68,31,0,1,
88,112,2,PN985,"May 7, 2012,  05:31 PM",On the Nomination PN985,"Confirmation Jacqueline H. Nguyen, of California, to be U.S. Circuit Judge for the Ninth Circuit","Jacqueline H. Nguyen, of California, to be United States Circuit Judge for the Ninth Circuit",Nomination Confirmed (91-3),'1/2',39,3,0,5,50,0,0,1,2,0,0,0,91,3,0,6,
89,112,2,S. 2343,"May 8, 2012,  12:01 PM",On Cloture on the Motion to Proceed S. 2343,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2343,"A bill to amend the Higher Education Act of 1965 to extend the reduced interest rate for Federal Direct Stafford Loans, and for other purposes.","Cloture on the Motion to Proceed Rejected (52-45, 3/5 majority required)",'3/5',0,44,0,3,50,1,0,0,2,0,0,0,52,45,1,2,
90,112,2,PN1118,"May 14, 2012,  05:30 PM",On the Nomination PN1118,"Confirmation John J. Tharp, Jr., of Illinois, to be United States District Judge for the Northern District of Illinois","John J. Tharp, Jr., of Illinois, to be United States District Judge for the Northern District of Illinois",Nomination Confirmed (86-1),'1/2',36,1,0,10,48,0,0,3,2,0,0,0,86,1,0,13,
91,112,2,,"May 15, 2012,  02:43 PM",On the Amendment S.Amdt. 2100 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012),Lee Amdt. No. 2100,To phase out the authority of the Export-Import Bank of the United States and to require the President to initiate negotiations with other major exporting countries to end subsidized export financing programs.,"Amendment Rejected (12-86, 3/5 majority required)",'3/5',12,34,0,1,0,50,0,1,0,2,0,0,12,86,0,2,
92,112,2,,"May 15, 2012,  03:13 PM",On the Amendment S.Amdt. 2101 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012),Paul Amdt. No. 2101,To prohibit the Export-Import Bank of the United States from providing financing to a person or for a project in a country the government or central bank of which holds debt instruments of the United States.,"Amendment Rejected (9-89, 3/5 majority required)",'3/5',9,37,0,1,0,50,0,1,0,2,0,0,9,89,0,2,
93,112,2,,"May 15, 2012,  03:34 PM",On the Amendment S.Amdt. 2102 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012),Corker Amdt. No. 2102,To require the Export-Import Bank of the United States to provide financing only for transactions subsidized by export credit agencies of other countries or for which private sector financing is unavailable or prohibitively expensive and to require the Bank to maintain a ratio of capital to the outstanding principal balance of loans and loan guarantees of not less than 10 percent.,"Amendment Rejected (36-62, 3/5 majority required)",'3/5',36,10,0,1,0,50,0,1,0,2,0,0,36,62,0,2,
94,112,2,,"May 15, 2012,  03:54 PM",On the Amendment S.Amdt. 2103 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012),Vitter Amdt. No. 2103,"To clarify the requirement that the Export-Import Bank of the United States not make or guarantee loans that are subordinate to other loans, to restrict financing of certain fossil fuel projects in foreign countries, and to prohibit financing of renewable energy products manufactured in foreign countries.","Amendment Rejected (37-61, 3/5 majority required)",'3/5',37,9,0,1,0,50,0,1,0,2,0,0,37,61,0,2,
95,112,2,,"May 15, 2012,  04:14 PM",On the Amendment S.Amdt. 2104 to H.R. 2072 (Export-Import Bank Reauthorization Act of 2012),Toomey Amdt. No. 2104,"To prohibit an increase in the lending authority of the Export-Import Bank of the United States to more than $100,000,000,000 until the Secretary of the Treasury certifies that the Secretary has initiated international negotiations to eliminate export financing programs and to prohibit an increase in that lending authority to more than $120,000,000,000 until a multilateral agreement to eliminate export financing programs has been completed.","Amendment Rejected (35-63, 3/5 majority required)",'3/5',35,11,0,1,0,50,0,1,0,2,0,0,35,63,0,2,
96,112,2,H.R. 2072,"May 15, 2012,  04:38 PM",On Passage of the Bill H.R. 2072,H.R. 2072,"A bill to reauthorize the Export-Import Bank of the United States, and for other purposes.","Bill Passed (78-20, 3/5 majority required)",'3/5',27,19,0,1,50,0,0,1,1,1,0,0,78,20,0,2,
97,112,2,S.Con.Res. 41,"May 16, 2012,  03:55 PM",On the Motion to Proceed S.Con.Res. 41,Motion to Proceed to Consider S. Con. Res. 41,"A concurrent resolution setting forth the President's budget request for the United States Government for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2014 through 2022.",Motion to Proceed Rejected (0-99),'1/2',0,46,0,1,0,51,0,0,0,2,0,0,0,99,0,1,
98,112,2,H.Con.Res. 112,"May 16, 2012,  04:22 PM",On the Motion to Proceed H.Con.Res. 112,Motion to Proceed to Consider H.Con.Res. 112,A concurrent resolution establishing the budget for the United States Government for fiscal year 2013 and setting forth appropriate budgetary levels for fiscal years 2014 through 2022.,Motion to Proceed Rejected (41-58),'1/2',41,5,0,1,0,51,0,0,0,2,0,0,41,58,0,1,
99,112,2,S.Con.Res. 37,"May 16, 2012,  04:41 PM",On the Motion to Proceed S.Con.Res. 37,Motion to Proceed to Consider S.Con.Res. 37,"A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2014 through 2022.",Motion to Proceed Rejected (42-57),'1/2',42,4,0,1,0,51,0,0,0,2,0,0,42,57,0,1,
100,112,2,S.Con.Res. 42,"May 16, 2012,  05:01 PM",On the Motion to Proceed S.Con.Res. 42,Motion to Proceed to Consider S.Con.Res. 42,"A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2013, revising the appropriate budgetary levels for fiscal year 2012, and setting forth the appropriate budgetary levels for fiscal years 2013 through 2022.",Motion to Proceed Rejected (16-83),'1/2',16,30,0,1,0,51,0,0,0,2,0,0,16,83,0,1,
101,112,2,S.Con.Res. 44,"May 16, 2012,  05:25 PM",On the Motion to Proceed S.Con.Res. 44,Motion to Proceed to Consider S.Con.Res. 44,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2013 and setting forth the appropriate budgetary levels for fiscal years 2014 through 2022.,Motion to Proceed Rejected (17-82),'1/2',17,29,0,1,0,51,0,0,0,2,0,0,17,82,0,1,
102,112,2,PN1225,"May 17, 2012,  12:01 PM",On the Nomination PN1225,"Jeremy C. Stein, of MA, to be a Member of the Board of Governors of the Federal Reserve System","Jeremy C. Stein, of Massachusetts, to be a Member of the Board of Governors of the Federal Reserve System for the unexpired term of fourteen years from February 1, 2004","Nomination Confirmed (70-24, 3/5 majority required)",'3/5',21,24,0,2,47,0,0,4,2,0,0,0,70,24,0,6,
103,112,2,PN1226,"May 17, 2012,  12:28 PM",On the Nomination PN1226,"Jerome H. Powell, of Maryland, to be a Member of the Board of Governors of the Federal Reserve System","Jerome H. Powell, of Maryland, to be a Member of the Board of Governors of the Federal Reserve System for the unexpired term of fourteen years from February 1, 2000","Nomination Confirmed (74-21, 3/5 majority required)",'3/5',25,20,0,2,48,0,0,3,1,1,0,0,74,21,0,5,
104,112,2,PN1049,"May 21, 2012,  05:27 PM",On the Nomination PN1049,"Confirmation Paul J. Watford, of California, to be United States Circuit Judge for the Ninth Circuit","Paul J. Watford, of California, to be United States Circuit Judge for the Ninth Circuit",Nomination Confirmed (61-34),'1/2',9,34,0,4,50,0,0,1,2,0,0,0,61,34,0,5,
105,112,2,,"May 24, 2012,  12:08 PM",On the Amendment S.Amdt. 2111 to S. 3187 (No short title on file),Bingaman Amdt. No. 2111,"To provide substantial savings in health care costs to the Federal government and consumers by fostering competition among generic pharmaceutical manufacturers and ensuring that anti-competitive ""pay-for-delay"" settlements between brand-name and generic pharmaceutical manufacturers do not block generic drugs from entering the market.","Amendment Rejected (28-67, 3/5 majority required)",'3/5',3,41,0,3,24,25,0,2,1,1,0,0,28,67,0,5,
106,112,2,,"May 24, 2012,  12:37 PM",On the Amendment S.Amdt. 2108 to S. 3187 (No short title on file),Murkowski Amdt. No. 2108,To prohibit approval by the Food and Drug Administration of genetically engineered fish unless the National Oceanic and Atmospheric Administration concurs with such approval.,"Amendment Rejected (46-50, 3/5 majority required)",'3/5',9,35,0,3,35,15,0,1,2,0,0,0,46,50,0,4,
107,112,2,,"May 24, 2012,  01:58 PM",On the Motion to Table S.Amdt. 2143 to S. 3187 (No short title on file),Motion to Table Paul Amdt. No. 2143,"To amend the Federal Food, Drug, and Cosmetic Act concerning claims about the effects of foods and dietary supplements on health-related conditions and disease, to prohibit employees of the Food and Drug Administration from carrying firearms and making arrests without warrants, and to adjust the mens rea of certain prohibited acts under the Federal Food, Drug, and Cosmetic Act to knowing and willful.",Motion to Table Agreed to (78-15),'1/2',29,15,0,3,47,0,0,4,2,0,0,0,78,15,0,7,
108,112,2,,"May 24, 2012,  02:19 PM",On the Amendment S.Amdt. 2107 to S. 3187 (No short title on file),McCain Amdt. No. 2107,To allow the importation by individuals of safe and affordable drugs from Canada.,"Amendment Rejected (43-54, 3/5 majority required)",'3/5',16,29,0,2,26,24,0,1,1,1,0,0,43,54,0,3,
109,112,2,,"May 24, 2012,  02:38 PM",On the Amendment S.Amdt. 2109 to S. 3187 (No short title on file),Sanders Amdt. No. 2109,"To revoke the exclusivity of certain entities that are responsible for violations of the Federal Food, Drug, and Cosmetic Act, the False Claims Act, and other certain laws.","Amendment Rejected (9-88, 3/5 majority required)",'3/5',1,44,0,2,7,43,0,1,1,1,0,0,9,88,0,3,
110,112,2,,"May 24, 2012,  02:57 PM",On the Motion to Table S.Amdt. 2127 to S. 3187 (No short title on file),Motion to Table Durbin Amdt. No. 2127,To require manufacturers of dietary supplements to register dietary supplement products with the Food and Drug Administration.,Motion to Table Agreed to (77-20),'1/2',45,0,0,2,31,19,0,1,1,1,0,0,77,20,0,3,
111,112,2,S. 3187,"May 24, 2012,  03:15 PM",On Passage of the Bill S. 3187,S. 3187 As Amended,"A bill to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs and medical devices, to establish user-fee programs for generic drugs and biosimilars, and for other purposes.",Bill Passed (96-1),'1/2',45,0,0,2,50,0,0,1,1,1,0,0,96,1,0,3,
112,112,2,,"May 24, 2012,  03:46 PM",On the Amendment S.Amdt. 2153 to S. 2343 (Stop the Student Loan Interest Rate Hike Act of2012),Alexander Amdt. No. 2153,In the nature of a substitute.,"Amendment Rejected (34-62, 3/5 majority required)",'3/5',34,10,0,3,0,50,0,1,0,2,0,0,34,62,1,3,
113,112,2,S. 2343,"May 24, 2012,  04:02 PM",On Passage of the Bill S. 2343,S. 2343,"A bill to amend the Higher Education Act of 1965 to extend the reduced interest rate for Federal Direct Stafford Loans, and for other purposes.","Bill Defeated (51-43, 3/5 majority required)",'3/5',0,42,0,5,49,1,0,1,2,0,0,0,51,43,1,5,
114,112,2,PN1131,"June 4, 2012,  05:33 PM",On the Nomination PN1131,"Confirmation Timothy S. Hillman, of Massachusetts, to be U.S. District Judge","Timothy S. Hillman, of Massachusetts, to be United States District Judge for the District of Massachusetts",Nomination Confirmed (88-1),'1/2',38,1,0,8,48,0,0,3,2,0,0,0,88,1,0,11,
115,112,2,S. 3220,"June 5, 2012,  02:28 PM",On Cloture on the Motion to Proceed S. 3220,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 3220,"A bill to amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.","Cloture on the Motion to Proceed Rejected (52-47, 3/5 majority required)",'3/5',0,46,0,1,50,1,0,0,2,0,0,0,52,47,0,1,
116,112,2,PN525,"June 6, 2012,  05:13 PM",On the Nomination PN525,"Confirmation Jeffrey J. Helmick, of Ohio, to be U.S. District Judge","Jeffrey J. Helmick, of Ohio, to be United States District Judge for the Northern District of Ohio",Nomination Confirmed (62-36),'1/2',9,36,0,2,51,0,0,0,2,0,0,0,62,36,0,2,
117,112,2,S. 3240,"June 7, 2012,  10:31 AM",On Cloture on the Motion to Proceed S. 3240,Motion to Invoke Cloture on the Motion to Proceed to S. 3240,"An original bill to reauthorize agricultural programs through 2017, and for other purposes.","Cloture on the Motion to Proceed Agreed to (90-8, 3/5 majority required)",'3/5',37,8,0,2,51,0,0,0,2,0,0,0,90,8,0,2,
118,112,2,PN1104,"June 11, 2012,  05:31 PM",On the Cloture Motion PN1104,"Motion to Invoke Cloture Andrew David Hurwitz, of Arizona, to be U.S. Circuit Judge for the Ninth Circuit","Andrew David Hurwitz, of Arizona, to be United States Circuit Judge for the Ninth Circuit","Cloture Motion Agreed to (60-31, 3/5 majority required)",'3/5',8,30,0,9,50,1,0,0,2,0,0,0,60,31,0,9,
119,112,2,,"June 13, 2012,  12:02 PM",On the Motion to Table S.Amdt. 2393 to S.Amdt. 2392 to S.Amdt. 2391 to S. 3240,Motion to Table Amdt. No. 2393,To phase out the Federal sugar program.,Motion to Table Agreed to (50-46),'1/2',16,30,0,1,32,16,0,3,2,0,0,0,50,46,0,4,
120,112,2,,"June 13, 2012,  12:36 PM","On the Motion to Table S.Amdt. 2392 to S.Amdt. 2391 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Motion to Table Amdt. No. 2392,"To empower States with programmatic flexibility and predictability to administer a supplemental nutrition assistance block grant program under which, at the request of a State agency, eligible households within the State may receive an adequate, or more nutritious, diet.",Motion to Table Agreed to (65-33),'1/2',13,33,0,1,50,0,0,1,2,0,0,0,65,33,0,2,
121,112,2,PN267,"June 14, 2012,  12:31 PM",On the Cloture Motion PN267,"Upon Reconsideration, Motion to Invoke cloture on the Nomination of Mari Carmen Aponte to be Ambassador to the Republic of El Salvador","Mari Carmen Aponte, of the District of Columbia, to be Ambassador to the Republic of El Salvador","Cloture Motion Agreed to (62-37, 3/5 majority required)",'3/5',9,37,0,1,51,0,0,0,2,0,0,0,62,37,0,1,
122,112,2,PN349,"June 18, 2012,  05:31 PM",On the Nomination PN349,"Confirmation Mary Geiger Lewis, of South Carolina, to be U.S. District Judge for the District of South Carolina","Mary Geiger Lewis, of South Carolina, to be United States District Judge for the District of South Carolina",Nomination Confirmed (64-27),'1/2',14,27,0,6,48,0,0,3,2,0,0,0,64,27,0,9,
123,112,2,,"June 19, 2012,  02:24 PM","On the Amendment S.Amdt. 2192 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Ayotte Amdt. No. 2192,To improve the program of value-added agricultural producer grants.,Amendment Rejected (38-61),'1/2',37,9,0,1,1,50,0,0,0,2,0,0,38,61,0,1,
124,112,2,,"June 19, 2012,  02:53 PM","On the Amendment S.Amdt. 2190 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Snowe Amdt. No. 2190 As Modified,To require Federal milk marketing order reform.,Amendment Agreed to (66-33),'1/2',22,24,0,1,42,9,0,0,2,0,0,0,66,33,0,1,
125,112,2,,"June 19, 2012,  03:17 PM","On the Amendment S.Amdt. 2167 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Grassley Amdt. No. 2167,To provide payment limitations for marketing loan gains and loan deficiency payments.,Amendment Agreed to (75-24),'1/2',29,17,0,1,45,6,0,0,1,1,0,0,75,24,0,1,
126,112,2,,"June 19, 2012,  03:36 PM","On the Amendment S.Amdt. 2445 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Brown (OH) Amdt. No. 2445,To strengthen rural communities and foster the next generation of farmers and ranchers.,Amendment Agreed to (55-44),'1/2',3,43,0,1,50,1,0,0,2,0,0,0,55,44,0,1,
127,112,2,,"June 19, 2012,  03:55 PM","On the Amendment S.Amdt. 2174 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Sessions Amdt. No. 2174,To limit categorical eligibility for the supplemental nutrition assistance program to those who receive cash assistance.,Amendment Rejected (43-56),'1/2',42,4,0,1,1,50,0,0,0,2,0,0,43,56,0,1,
128,112,2,,"June 19, 2012,  04:12 PM","On the Amendment S.Amdt. 2370 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Cantwell Amdt. No. 2370,To encourage the purchase of pulse crop products for school meals programs.,Amendment Agreed to (58-41),'1/2',6,40,0,1,50,1,0,0,2,0,0,0,58,41,0,1,
129,112,2,,"June 19, 2012,  04:32 PM","On the Amendment S.Amdt. 2172 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Sessions Amdt. No. 2172,To end the State bonus payments for administering the supplemental nutrition assistance programs.,Amendment Rejected (41-58),'1/2',41,5,0,1,0,51,0,0,0,2,0,0,41,58,0,1,
130,112,2,,"June 19, 2012,  04:48 PM","On the Amendment S.Amdt. 2238 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Casey Amdt. No. 2238,To require more frequent dairy reporting.,Amendment Agreed to (73-26),'1/2',22,24,0,1,49,2,0,0,2,0,0,0,73,26,0,1,
131,112,2,,"June 19, 2012,  05:06 PM","On the Amendment S.Amdt. 2181 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Paul Amdt. No. 2181,"To establish an average adjusted gross income limitation of $250,000 for all payments and benefits under the Farm Bill.",Amendment Rejected (15-84),'1/2',14,32,0,1,1,50,0,0,0,2,0,0,15,84,0,1,
132,112,2,,"June 19, 2012,  05:32 PM","On the Amendment S.Amdt. 2191 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Alexander Amdt. No. 2191,"To provide that any cooperative organization or other entity that receives a business and industry direct or guaranteed loan for a wind energy project is ineligible for any other Federal benefit, assistance, or incentive for the project.",Amendment Rejected (33-66),'1/2',33,13,0,1,0,51,0,0,0,2,0,0,33,66,0,1,
133,112,2,,"June 19, 2012,  05:56 PM","On the Amendment S.Amdt. 2309 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Feinstein Amdt. No. 2309,To require a study into the feasibility of an insurance product that covers food safety recalls.,Amendment Agreed to (76-23),'1/2',23,23,0,1,51,0,0,0,2,0,0,0,76,23,0,1,
134,112,2,,"June 19, 2012,  06:16 PM","On the Amendment S.Amdt. 2217 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Toomey Amdt. No. 2217,To eliminate the organic certification cost share assistance program.,Amendment Rejected (42-57),'1/2',41,5,0,1,1,50,0,0,0,2,0,0,42,57,0,1,
135,112,2,,"June 19, 2012,  06:35 PM","On the Amendment S.Amdt. 2156 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Gillibrand Amdt. No. 2156 As Modified,"To strike a reduction in the supplemental nutrition assistance program and increase funding for the fresh fruit and vegetable program, with an offset that limits crop insurance reimbursements to providers.",Amendment Rejected (33-66),'1/2',4,42,0,1,27,24,0,0,2,0,0,0,33,66,0,1,
136,112,2,,"June 19, 2012,  06:57 PM","On the Amendment S.Amdt. 2263 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",DeMint Amdt. No. 2263,To maintain funding at current levels for programs providing access to broadband telecommunications services in rural areas.,Amendment Rejected (45-54),'1/2',45,1,0,1,0,51,0,0,0,2,0,0,45,54,0,1,
137,112,2,,"June 19, 2012,  07:22 PM","On the Amendment S.Amdt. 2268 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",DeMint Amdt. No. 2268,To prohibit the Secretary from making loan guarantees.,Amendment Rejected (14-84),'1/2',14,32,0,1,0,50,0,1,0,2,0,0,14,84,0,2,
138,112,2,,"June 19, 2012,  07:45 PM","On the Amendment S.Amdt. 2276 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",DeMint Amdt. No. 2276,To prohibit mandatory or compulsory check off programs.,Amendment Rejected (20-79),'1/2',20,26,0,1,0,51,0,0,0,2,0,0,20,79,0,1,
139,112,2,S.J.Res. 37,"June 20, 2012,  11:31 AM",On the Motion to Proceed S.J.Res. 37,Motion to Proceed to Consider S. J. Res. 37,A joint resolution to disapprove a rule promulgated by the Administrator of the Environmental Protection Agency relating to emission standards for certain steam generating units.,Motion to Proceed Rejected (46-53),'1/2',41,5,0,1,5,46,0,0,0,2,0,0,46,53,0,1,
140,112,2,,"June 20, 2012,  12:03 PM","On the Amendment S.Amdt. 2382 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Merkley Amdt. No. 2382,To require the Federal Crop Insurance Corporation to provide crop insurance for organic crops under similar terms and conditions to crop insurance provided for other crops.,Amendment Agreed to (63-36),'1/2',10,36,0,1,51,0,0,0,2,0,0,0,63,36,0,1,
141,112,2,,"June 20, 2012,  12:24 PM","On the Amendment S.Amdt. 2273 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",DeMint Amdt. No. 2273,To eliminate the authority of the Secretary to increase the amount of grants provided to eligible entities relating to providing access to broadband telecommunications services in rural areas.,Amendment Rejected (44-55),'1/2',43,3,0,1,1,50,0,0,0,2,0,0,44,55,0,1,
142,112,2,,"June 20, 2012,  12:45 PM","On the Amendment S.Amdt. 2289 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Coburn Amdt. No. 2289,"To reduce funding for the market access program and to prohibit the use of funds for reality television shows, wine tastings, animal spa products, and cat or dog food.",Amendment Rejected (30-69),'1/2',28,18,0,1,2,49,0,0,0,2,0,0,30,69,0,1,
143,112,2,,"June 20, 2012,  01:04 PM","On the Amendment S.Amdt. 2293 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Coburn Amdt. No. 2293,To limit subsidies for millionaires.,Amendment Agreed to (62-37),'1/2',46,0,0,1,15,36,0,0,1,1,0,0,62,37,0,1,
144,112,2,,"June 20, 2012,  01:30 PM","On the Amendment S.Amdt. 2454 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Kerry Amdt. No. 2454,To prohibit assistance to North Korea under title II of the Food for Peace Act unless the President issues a national interest waiver.,Amendment Agreed to (59-40),'1/2',7,39,0,1,51,0,0,0,1,1,0,0,59,40,0,1,
145,112,2,,"June 20, 2012,  01:49 PM","On the Amendment S.Amdt. 2354 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Kyl Amdt. No. 2354,To prohibit assistance to North Korea under title II of the Food for Peace Act.,Amendment Rejected (43-56),'1/2',42,4,0,1,0,51,0,0,1,1,0,0,43,56,0,1,
146,112,2,,"June 20, 2012,  02:09 PM","On the Amendment S.Amdt. 2295 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Udall (CO) Amdt. No. 2295,To increase the amounts authorized to be appropriated for the designation of treatment areas.,Amendment Agreed to (77-22),'1/2',26,20,0,1,49,2,0,0,2,0,0,0,77,22,0,1,
147,112,2,,"June 20, 2012,  02:31 PM","On the Amendment S.Amdt. 2313 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Lee Amdt. No. 2313,To repeal the forest legacy program.,Amendment Rejected (21-77),'1/2',21,25,0,1,0,50,0,1,0,2,0,0,21,77,0,2,
148,112,2,,"June 20, 2012,  02:55 PM","On the Amendment S.Amdt. 2314 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Lee Amdt. No. 2314,To repeal the conservation stewardship program and the conservation reserve program.,Amendment Rejected (15-84),'1/2',15,31,0,1,0,51,0,0,0,2,0,0,15,84,0,1,
149,112,2,,"June 20, 2012,  03:27 PM","On the Amendment S.Amdt. 2360 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Boozman Amdt. No. 2360 As Modified,"To provide for emergency food assistance, and for other purposes.",Amendment Rejected (35-63),'1/2',32,13,0,2,3,48,0,0,0,2,0,0,35,63,1,1,
150,112,2,,"June 20, 2012,  03:46 PM","On the Amendment S.Amdt. 2226 to S. 3240 (Agriculture Reform, Food, and Jobs Act of 2012)",Toomey Amdt. No. 2226,"To eliminate biorefinery, renewable chemical, and biobased product manufacturing assistance.",Amendment Rejected (36-63),'1/2',35,11,0,1,1,50,0,0,0,2,0,0,36,63,0,1,
