Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
21,114,2,H.R. 644,"February 11, 2016,  10:35 AM",On the Cloture Motion H.R. 644,Motion to Invoke Cloture on the Conference Report to Accompany H.R. 644,"An act to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes.","Cloture Motion Agreed to (73-22, 3/5 majority required)",'3/5',47,3,0,4,25,19,0,0,1,0,0,1,73,22,0,5,
22,114,2,H.R. 644,"February 11, 2016,  12:04 PM",On the Conference Report H.R. 644,Conference Report to Accompany H.R. 644,"An act to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes.",Conference Report Agreed to (75-20),'1/2',47,3,0,4,27,17,0,0,1,0,0,1,75,20,0,5,
23,114,2,PN675,"February 11, 2016,  01:43 PM",On the Nomination PN675,"Confirmation Leonard Terry Strand, of South Dakota, to be U.S. District Judge for the Northern District of Iowa","Leonard Terry Strand, of South Dakota, to be United States District Judge for the Northern District of Iowa",Nomination Confirmed (93-0),'1/2',49,0,0,5,43,0,0,1,1,0,0,1,93,0,0,7,
24,114,2,PN849,"February 22, 2016,  05:41 PM",On the Cloture Motion PN849,Motion to Invoke Cloture on the Nomination of Robert McKinnon Califf to be Commissioner of Food and Drugs,"Robert McKinnon Califf, of South Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services",Cloture Motion Agreed to (80-6),'1/2',43,2,0,9,36,4,0,4,1,0,0,1,80,6,0,14,
25,114,2,PN849,"February 24, 2016,  12:03 PM",On the Nomination PN849,"Confirmation Robert McKinnon Califf, of South Carolina, to be Commissioner of Food and Drugs","Robert McKinnon Califf, of South Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services",Nomination Confirmed (89-4),'1/2',49,1,0,4,39,3,0,2,1,0,0,1,89,4,0,7,
26,114,2,S.Res. 374,"February 25, 2016,  01:45 PM",On the Resolution S.Res. 374,S. Res. 374,"A resolution relating to the death of Antonin Scalia, Associate Justice of the Supreme Court of the United States.",Resolution Agreed to (93-0),'1/2',50,0,0,4,42,0,0,2,1,0,0,1,93,0,0,7,
27,114,2,S. 524,"February 29, 2016,  05:31 PM",On Cloture on the Motion to Proceed S. 524,Motion to Invoke Cloture on the Motion to Proceed to S. 524,A bill to authorize the Attorney General to award grants to address the national epidemics of prescription opioid abuse and heroin use.,"Cloture on the Motion to Proceed Agreed to (89-0, 3/5 majority required)",'3/5',45,0,0,9,43,0,0,1,1,0,0,1,89,0,0,11,
28,114,2,,"March 2, 2016,  02:34 PM",On the Amendment S.Amdt. 3362 to S.Amdt. 3378 to S. 524 (Comprehensive Addiction and Recovery Act of 2016),Feinstein Amdt. No. 3362,"To provide the Department of Justice with additional tools to target extraterritorial drug trafficking activity, and for other purposes.","Amendment Agreed to (94-0, 3/5 majority required)",'3/5',50,0,0,4,43,0,0,1,1,0,0,1,94,0,1,5,
29,114,2,,"March 2, 2016,  03:05 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Wyden Amdt. No. 3395),Motion to Waive All Applicable Budgetary Discipline Re: Wyden Amdt. No. 3395,To provide for comprehensive provisions for the prevention and enforcement of opioid abuse and treatment of opioid addiction.,"Motion Rejected (46-50, 3/5 majority required)",'3/5',2,50,0,2,43,0,0,1,1,0,0,1,46,50,0,4,
30,114,2,,"March 2, 2016,  03:26 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Shaheen Amdt. No. 3345),Motion to Waive All Applicable Budgetary Discipline Re: Shaheen Amdt. No. 3345,"To make appropriations to address the heroin and opioid drug abuse epidemic for the fiscal year ending September 30, 2016.","Motion Rejected (48-47, 3/5 majority required)",'3/5',5,47,0,2,42,0,0,2,1,0,0,1,48,47,0,5,
31,114,2,,"March 3, 2016,  01:46 PM",On the Amendment S.Amdt. 3420 to S.Amdt. 3378 to S. 524 (Comprehensive Addiction and Recovery Act of 2016),Manchin Amdt. No. 3420,To strengthen consumer education about the risks of opioid abuse and addiction.,Amendment Agreed to (90-0),'1/2',48,0,0,6,41,0,0,3,1,0,0,1,90,0,0,10,
32,114,2,,"March 7, 2016,  05:35 PM",On the Cloture Motion S.Amdt. 3378 to S. 524 (Comprehensive Addiction and Recovery Act of 2016),Motion to Invoke Cloture on Amdt. No. 3378 to S. 524,In the nature of a substitute.,"Cloture Motion Agreed to (86-3, 3/5 majority required)",'3/5',47,2,0,5,38,1,0,5,1,0,0,1,86,3,0,11,
33,114,2,S. 524,"March 9, 2016,  12:02 PM",On the Cloture Motion S. 524,Motion to Invoke Cloture on S. 524,A bill to authorize the Attorney General to award grants to address the national epidemics of prescription opioid abuse and heroin use.,"Cloture Motion Agreed to (93-3, 3/5 majority required)",'3/5',50,2,0,2,42,1,0,1,1,0,0,1,93,3,0,4,
34,114,2,S. 524,"March 10, 2016,  11:30 AM",On Passage of the Bill S. 524,S. 524 As Amended,A bill to authorize the Attorney General to award grants to address the national epidemics of prescription opioid abuse and heroin use.,Bill Passed (94-1),'1/2',50,1,0,3,43,0,0,1,1,0,0,1,94,1,0,5,
35,114,2,S.J.Res. 31,"March 10, 2016,  01:41 PM",On the Motion to Table S.J.Res. 31,Motion to Table the Motion to Discharge S.J. Res. 31,A joint resolution relating to the disapproval of the proposed foreign military sale to the Government of Pakistan of F-16 Block 52 aircraft.,Motion to Table Agreed to (71-24),'1/2',39,12,0,3,31,12,0,1,1,0,0,1,71,24,0,5,
36,114,2,PN1152,"March 14, 2016,  05:34 PM",On the Nomination PN1152,"Confirmation John B. King, of New York, to be Secretary of Education","John B. King, of New York, to be Secretary of Education",Nomination Confirmed (49-40),'1/2',7,39,0,8,41,1,0,2,1,0,0,1,49,40,0,11,
37,114,2,S. 764,"March 16, 2016,  11:50 AM",On the Cloture Motion S. 764,Motion to Invoke Cloture on the Motion to Concur in the House Amendment with an Amendment,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.","Cloture Motion Rejected (48-49, 3/5 majority required)",'3/5',45,7,0,2,3,41,0,0,0,1,0,1,48,49,0,3,
38,114,2,S.Res. 377,"March 17, 2016,  01:43 PM",On the Resolution S.Res. 377,S. Res. 377,An original resolution directing the Senate Legal Counsel to bring a civil action to enforce a subpoena of the Permanent Subcommittee on Investigations.,Resolution Agreed to (96-0),'1/2',52,0,0,2,43,0,0,1,1,0,0,1,96,0,0,4,
39,114,2,S. 1890,"April 4, 2016,  05:34 PM",On Passage of the Bill S. 1890,S. 1890 As Amended,"A bill to amend chapter 90 of title 18, United States Code, to provide Federal jurisdiction for the theft of trade secrets, and for other purposes.",Bill Passed (87-0),'1/2',46,0,0,8,40,0,0,4,1,0,0,1,87,0,0,13,
40,114,2,H.R. 636,"April 6, 2016,  11:01 AM",On Cloture on the Motion to Proceed H.R. 636,Motion to Invoke Cloture on the Motion to Proceed to H.R. 636,"A bill to amend the Internal Revenue Code of 1986 to permanently extend increased expensing limitations, and for other purposes.","Cloture on the Motion to Proceed Agreed to (98-0, 3/5 majority required)",'3/5',53,0,0,1,44,0,0,0,1,0,0,1,98,0,0,2,
41,114,2,,"April 7, 2016,  12:07 PM",On the Amendment S.Amdt. 3512 to S.Amdt. 3464 to H.R. 636 (America's Small Business Tax Relief Act of 2015),Thune Amdt. No. 3512 As Modified,"To enhance airport security, and for other purposes.",Amendment Agreed to (85-10),'1/2',52,0,0,2,32,10,0,2,1,0,0,1,85,10,0,5,
42,114,2,,"April 7, 2016,  12:38 PM",On the Amendment S.Amdt. 3482 to S.Amdt. 3464 to H.R. 636 (America's Small Business Tax Relief Act of 2015),Heinrich Amdt. No. 3482 As Modified,To expand and enhance visible deterrents at major transportation hubs and to increase the resources to protect and secure the United States.,Amendment Agreed to (91-5),'1/2',47,5,0,2,43,0,0,1,1,0,0,1,91,5,0,4,
43,114,2,,"April 7, 2016,  01:44 PM",On the Amendment S.Amdt. 3483 to S.Amdt. 3464 to H.R. 636 (America's Small Business Tax Relief Act of 2015),Schumer Amdt. No. 3483,To require the Federal Aviation Administration to establish minimum standards for space for passengers on passenger aircraft.,Amendment Rejected (42-54),'1/2',1,51,0,2,40,3,0,1,1,0,0,1,42,54,0,4,
44,114,2,PN153,"April 11, 2016,  05:31 PM",On the Nomination PN153,"Confirmation Waverly D. Crenshaw, Jr., of Tennessee, to be U.S. District Judge for the Middle District of Tennessee","Waverly D. Crenshaw, Jr., of Tennessee, to be United States District Judge for the Middle District of Tennessee",Nomination Confirmed (92-0),'1/2',47,0,0,7,44,0,0,0,1,0,0,1,92,0,0,8,
45,114,2,,"April 14, 2016,  10:31 AM",On the Cloture Motion S.Amdt. 3679 to H.R. 636 (America's Small Business Tax Relief Act of 2015),Motion to Invoke Cloture on Amdt. No. 3679,In the nature of a substitute.,"Cloture Motion Agreed to (94-4, 3/5 majority required)",'3/5',50,3,0,1,43,1,0,0,1,0,0,1,94,4,0,2,
46,114,2,H.R. 636,"April 18, 2016,  05:30 PM",On the Cloture Motion H.R. 636,Motion to Invoke Cloture on H.R. 636,"A bill to amend the Internal Revenue Code of 1986 to permanently extend increased expensing limitations, and for other purposes.","Cloture Motion Agreed to (89-5, 3/5 majority required)",'3/5',45,4,0,5,43,1,0,0,1,0,0,1,89,5,0,6,
47,114,2,H.R. 636,"April 19, 2016,  12:12 PM",On Passage of the Bill H.R. 636,H.R. 636 As Amended,"An act to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2016 through 2017, and for other purposes.",Bill Passed (95-3),'1/2',51,2,0,1,43,1,0,0,1,0,0,1,95,3,0,2,
48,114,2,,"April 19, 2016,  04:17 PM",On the Amendment S.Amdt. 3234 to S.Amdt. 2953 to S. 2012 (Energy Policy Modernization Act of 2015),Murkowski Amdt. No. 3234 As Modified,To add certain provisions relating to natural resources.,"Amendment Agreed to (97-0, 3/5 majority required)",'3/5',52,0,0,2,44,0,0,0,1,0,0,1,97,0,0,3,
49,114,2,,"April 19, 2016,  04:48 PM",On the Amendment S.Amdt. 3202 to S.Amdt. 2953 to S. 2012 (Energy Policy Modernization Act of 2015),Isakson Amdt. No. 3202,"To improve the accuracy of mortgage underwriting used by the Federal Housing Administration by ensuring that energy costs are included in the underwriting process, to reduce the amount of energy consumed by homes, to facilitate the creation of energy efficiency retrofit and construction jobs, and for other purposes.","Amendment Agreed to (66-31, 3/5 majority required)",'3/5',21,31,0,2,44,0,0,0,1,0,0,1,66,31,0,3,
50,114,2,,"April 19, 2016,  05:12 PM",On the Amendment S.Amdt. 3210 to S.Amdt. 2953 to S. 2012 (Energy Policy Modernization Act of 2015),Lankford Amdt. No. 3210,To add provisions relating to acquisition of Federal land under the Land and Water Conservation Fund.,"Amendment Rejected (34-63, 3/5 majority required)",'3/5',34,18,0,2,0,44,0,0,0,1,0,1,34,63,0,3,
51,114,2,,"April 19, 2016,  05:31 PM",On the Amendment S.Amdt. 3311 to S.Amdt. 2953 to S. 2012 (Energy Policy Modernization Act of 2015),Boozman Amdt. No. 3311,To require a report relating to certain transmission infrastructure projects.,"Amendment Rejected (42-55, 3/5 majority required)",'3/5',42,10,0,2,0,44,0,0,0,1,0,1,42,55,0,3,
52,114,2,,"April 19, 2016,  05:48 PM",On the Amendment S.Amdt. 3312 to S.Amdt. 2953 to S. 2012 (Energy Policy Modernization Act of 2015),Udall Amdt. No. 3312,To require the Secretary of the Treasury to develop a plan for issuance of Clean Energy Victory Bonds.,"Amendment Rejected (50-47, 3/5 majority required)",'3/5',6,46,0,2,43,1,0,0,1,0,0,1,50,47,0,3,
53,114,2,,"April 19, 2016,  06:07 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Paul Amdt. No. 3787),Motion to Waive All Applicable Budgetary Discipline Re: Paul Amdt. No. 3787,"To provide for the establishment of free market enterprise zones in order to help facilitate the creation of new jobs, entrepreneurial opportunities, enhanced and renewed educational opprotunities, and increased community involvement in bankrupt or economically distressed areas.","Motion Rejected (33-64, 3/5 majority required)",'3/5',33,19,0,2,0,44,0,0,0,1,0,1,33,64,0,3,
54,114,2,S. 2012,"April 20, 2016,  10:01 AM",On Passage of the Bill S. 2012,"S. 2012, As Amended","An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.",Bill Passed (85-12),'1/2',41,12,0,1,43,0,0,1,1,0,0,1,85,12,0,3,
55,114,2,,"April 20, 2016,  04:54 PM","On the Amendment S.Amdt. 3802 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Schatz Amdt. No. 3802,To modify funding for certain projects of the Department of Energy.,Amendment Agreed to (70-26),'1/2',27,26,0,1,42,0,0,2,1,0,0,1,70,26,0,4,
56,114,2,,"April 20, 2016,  05:26 PM","On the Amendment S.Amdt. 3803 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Ernst Amdt. No. 3803,"To eliminate funding for the Appalachian Regional Commission, the Delta Regional Authority, the Denali Commission, and the Northern Border Regional Commission.",Amendment Rejected (25-71),'1/2',25,28,0,1,0,42,0,2,0,1,0,1,25,71,0,4,
57,114,2,,"April 21, 2016,  11:50 AM","On the Amendment S.Amdt. 3811 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Hoeven Amdt. No. 3811,To prohibit the use of funds relating to a certain definition.,"Amendment Rejected (56-42, 3/5 majority required)",'3/5',52,1,0,1,4,40,0,0,0,1,0,1,56,42,0,2,
58,114,2,,"April 21, 2016,  12:18 PM","On the Amendment S.Amdt. 3814 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Coats Amdt. No. 3814,To limit the use of funds made available for the Advanced Technology Vehicles Manufacturing Loan Program.,"Amendment Rejected (48-49, 3/5 majority required)",'3/5',47,5,0,2,1,43,0,0,0,1,0,1,48,49,0,3,
59,114,2,,"April 21, 2016,  01:44 PM","On the Amendment S.Amdt. 3833 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Franken Amdt. No. 3833,To provide funding for the Tribal Energy Loan Guarantee Program.,Amendment Agreed to (76-19),'1/2',33,19,0,2,42,0,0,2,1,0,0,1,76,19,0,5,
60,114,2,,"April 25, 2016,  05:30 PM","On the Amendment S.Amdt. 3813 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Murray Amdt. No. 3813,To add a provision relating to certain requirements in the acquisition of welded shipboard anchor and mooring chain.,Amendment Agreed to (55-38),'1/2',12,38,0,4,42,0,0,2,1,0,0,1,55,38,0,7,
61,114,2,,"April 26, 2016,  11:04 AM","On the Amendment S.Amdt. 3812 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Merkley Amdt. No. 3812,To provide for funding for wind energy.,Amendment Agreed to (54-42),'1/2',12,40,0,2,41,2,0,1,1,0,0,1,54,42,0,4,
62,114,2,,"April 26, 2016,  11:33 AM","On the Amendment S.Amdt. 3805 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Reid Amdt. No. 3805,To make funding for water management improvement subject to a condition.,Amendment Agreed to (73-23),'1/2',29,23,0,2,43,0,0,1,1,0,0,1,73,23,0,4,
63,114,2,,"April 26, 2016,  11:56 AM","On the Amendment S.Amdt. 3820 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Flake Amdt. No. 3820,To withhold certain funds for the construction of environmental infrastructure.,Amendment Rejected (12-84),'1/2',12,40,0,2,0,43,0,1,0,1,0,1,12,84,0,4,
64,114,2,,"April 27, 2016,  12:11 PM","On the Cloture Motion S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture Re: Alexander Amdt. No. 3801,In the nature of a substitute.,"Cloture Motion Rejected (50-46, 3/5 majority required)",'3/5',46,5,0,3,4,40,0,0,0,1,0,1,50,46,0,4,
65,114,2,,"April 28, 2016,  01:47 PM","On the Cloture Motion S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)"," Motion to Invoke Cloture Re: Alexander Amdt. No. 3801, Upon Reconsideration",In the nature of a substitute.,"Cloture Motion Rejected (52-43, 3/5 majority required)",'3/5',48,4,0,2,4,38,0,2,0,1,0,1,52,43,0,5,
66,114,2,,"May 9, 2016,  05:31 PM","On the Cloture Motion S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 3801 to H.R. 2028,In the nature of a substitute.,"Cloture Motion Rejected (50-42, 3/5 majority required)",'3/5',46,3,0,5,4,38,0,2,0,1,0,1,50,42,0,8,
67,114,2,,"May 11, 2016,  10:36 AM","On the Cloture Motion S.Amdt. 3878 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 3878 to Amdt. No. 3801 to H.R. 2028,Of a perfecting nature.,"Cloture Motion Rejected (57-42, 3/5 majority required)",'3/5',52,2,0,0,5,39,0,0,0,1,0,1,57,42,0,1,
68,114,2,,"May 11, 2016,  12:07 PM","On the Cloture Motion S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 3801 to H.R. 2028,In the nature of a substitute.,"Cloture Motion Agreed to (97-2, 3/5 majority required)",'3/5',52,2,0,0,44,0,0,0,1,0,0,1,97,2,0,1,
69,114,2,,"May 11, 2016,  04:30 PM","On the Amendment S.Amdt. 3871 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Cardin Amdt. No. 3871,To use Federal and State expertise to mitigate fish and wildlife impacts at Corps of Engineers projects.,"Amendment Rejected (39-60, 3/5 majority required)",'3/5',0,54,0,0,39,5,0,0,0,1,0,1,39,60,0,1,
70,114,2,,"May 11, 2016,  05:00 PM","On the Amendment S.Amdt. 3888 to S.Amdt. 3801 to H.R. 2028 (Energy and Water Development and Related Agencies Appropriations Act, 2016)",Fischer Amdt. No. 3888,To provide for the operation of reservoir projects by the Bureau of Reclamation.,"Amendment Rejected (51-48, 3/5 majority required)",'3/5',49,5,0,0,2,42,0,0,0,1,0,1,51,48,0,1,
71,114,2,H.R. 2028,"May 12, 2016,  01:46 PM",On Passage of the Bill H.R. 2028,H.R. 2028 As Amended,"A bill making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",Bill Passed (90-8),'1/2',46,8,0,0,43,0,0,1,1,0,0,1,90,8,0,2,
72,114,2,PN327,"May 16, 2016,  05:30 PM",On the Nomination PN327,"Confirmation Paula Xinis, of Maryland, to be U.S. District Judge","Paula Xinis, of Maryland, to be United States District Judge for the District of Maryland",Nomination Confirmed (53-34),'1/2',10,34,0,10,43,0,0,1,0,0,0,2,53,34,0,13,
73,114,2,,"May 17, 2016,  02:29 PM","On the Cloture Motion S.Amdt. 3898 to S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Nelson Amdt. No. 3898,Making supplemental appropriations for fiscal year 2016 to respond to Zika virus.,"Cloture Motion Rejected (50-47, 3/5 majority required)",'3/5',5,47,0,2,44,0,0,0,1,0,0,1,50,47,0,3,
74,114,2,,"May 17, 2016,  02:55 PM","On the Cloture Motion S.Amdt. 3899 to S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Cornyn Amdt. No. 3899,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2016, and for other purposes.","Cloture Motion Rejected (52-45, 3/5 majority required)",'3/5',52,0,0,2,0,44,0,0,0,1,0,1,52,45,0,3,
