Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
75,114,2,,"May 17, 2016,  03:18 PM","On the Cloture Motion S.Amdt. 3900 to S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Blunt Amdt. No. 3900,Zika response and preparedness.,"Cloture Motion Agreed to (68-29, 3/5 majority required)",'3/5',23,29,0,2,44,0,0,0,1,0,0,1,68,29,0,3,
76,114,2,,"May 19, 2016,  11:17 AM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 3900 As Modified),Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 3900 As Modified,Zika response and preparedness.,"Motion Agreed to (70-28, 3/5 majority required)",'3/5',25,28,0,1,44,0,0,0,1,0,0,1,70,28,0,2,
77,114,2,,"May 19, 2016,  11:50 AM","On the Amendment S.Amdt. 3900 to S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Blunt Amdt. No. 3900 As Modified and Amended,Zika response and preparedness.,Amendment Agreed to (68-30),'1/2',23,30,0,1,44,0,0,0,1,0,0,1,68,30,0,2,
78,114,2,,"May 19, 2016,  12:13 PM","On the Cloture Motion S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 3896 to H.R. 2577,In the nature of a substitute.,"Cloture Motion Agreed to (88-10, 3/5 majority required)",'3/5',43,10,0,1,44,0,0,0,1,0,0,1,88,10,0,2,
79,114,2,,"May 19, 2016,  12:38 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: McCain Amdt. No. 4039),Motion to Waive All Applicable Budgetary Discipline Re: McCain Amdt. No. 4039,To extend and expand eligibility for the Veterans Choice Program of the Department of Veterans Affairs and to establish consistent criteria and standards relating to the use of amounts under the Medical Community Care account of the Department of Veterans Affairs.,"Motion Agreed to (84-14, 3/5 majority required)",'3/5',40,13,0,1,43,1,0,0,1,0,0,1,84,14,0,2,
80,114,2,,"May 19, 2016,  01:50 PM","On the Amendment S.Amdt. 3970 to S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Collins Amdt. No. 3970,To prohibit the use of funds to carry out a final rule and notice of the Department of Housing and Urban Development.,Amendment Agreed to (87-9),'1/2',53,0,0,1,33,9,0,2,1,0,0,1,87,9,0,4,
81,114,2,,"May 19, 2016,  02:21 PM","On the Motion to Table S.Amdt. 3897 to S.Amdt. 3896 to H.R. 2577 (Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2016)",Motion to Table Lee Amdt. No. 3897,To prohibit the use of funds to carry out a rule and notice of the Department of Housing and Urban Development.,Motion to Table Agreed to (60-37),'1/2',16,37,0,1,43,0,0,1,1,0,0,1,60,37,0,3,
82,114,2,H.R. 2577,"May 19, 2016,  02:41 PM",On Passage of the Bill H.R. 2577,H.R. 2577 As Amended,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",Bill Passed (89-8),'1/2',45,8,0,1,43,0,0,1,1,0,0,1,89,8,0,3,
83,114,2,S. 2613,"May 23, 2016,  05:40 PM",On Passage of the Bill S. 2613,S. 2613 As Amended,A bill to reauthorize certain programs established by the Adam Walsh Child Protection and Safety Act of 2006.,Bill Passed (89-0),'1/2',49,0,0,5,39,0,0,5,1,0,0,1,89,0,0,11,
84,114,2,H.J.Res. 88,"May 24, 2016,  04:47 PM",On the Joint Resolution H.J.Res. 88,H.J. Res. 88,"A joint resolution disapproving the rule submitted by the Department of Labor relating to the definition of the term ""Fiduciary"".",Joint Resolution Passed (56-41),'1/2',53,0,0,1,3,40,0,1,0,1,0,1,56,41,0,3,
85,114,2,S.J.Res. 28,"May 24, 2016,  05:16 PM",On the Motion to Proceed S.J.Res. 28,Motion to Proceed Re: S.J. Res. 28,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Secretary of Agriculture relating to inspection of fish of the order Siluriformes.",Motion to Proceed Agreed to (57-40),'1/2',27,26,0,1,29,14,0,1,1,0,0,1,57,40,0,3,
86,114,2,S.J.Res. 28,"May 25, 2016,  11:01 AM",On the Joint Resolution S.J.Res. 28,S.J. Res. 28,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Secretary of Agriculture relating to inspection of fish of the order Siluriformes.",Joint Resolution Passed (55-43),'1/2',27,26,0,1,27,17,0,0,1,0,0,1,55,43,0,2,
87,114,2,S. 2943,"May 25, 2016,  11:30 AM",On Cloture on the Motion to Proceed S. 2943,Motion to Invoke Cloture on the Motion to Proceed to S. 2943,"An original bill to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.","Cloture on the Motion to Proceed Agreed to (98-0, 3/5 majority required)",'3/5',53,0,0,1,44,0,0,0,1,0,0,1,98,0,0,2,
88,114,2,PN771,"May 26, 2016,  01:46 PM",On the Nomination PN771,"Confirmation Laura S. H. Holgate, of Virginia, to be Representative to the International Atomic Energy Agency","Laura S. H. Holgate, of Virginia, to be the Representative of the United States of America to the International Atomic Energy Agency, with the rank of Ambassador",Nomination Confirmed (67-29),'1/2',24,29,0,1,42,0,0,2,1,0,0,1,67,29,0,4,
89,114,2,,"June 6, 2016,  05:30 PM",On the Amendment S.Amdt. 4206 to S. 2943 (National Defense Authorization Act for Fiscal Year 2017),Fischer Amdt. No. 4206,To modify the requirement that the Secretary of Defense implement measures to maintain the critical wartime medical readiness skills and core competencies of health care providers within the Armed Forces.,Amendment Agreed to (91-0),'1/2',48,0,0,6,42,0,0,2,1,0,0,1,91,0,0,9,
90,114,2,,"June 7, 2016,  03:59 PM",On the Amendment S.Amdt. 4369 to S. 2943 (National Defense Authorization Act for Fiscal Year 2017),Durbin Amdt. No. 4369,"To provide that certain provisions in this Act relating to limitations, transparency, and oversight regarding medical research conducted by the Department of Defense shall have mo force or effect.",Amendment Agreed to (66-32),'1/2',22,32,0,0,43,0,0,1,1,0,0,1,66,32,0,2,
91,114,2,,"June 7, 2016,  04:36 PM",On the Amendment S.Amdt. 4204 to S. 2943 (National Defense Authorization Act for Fiscal Year 2017),Inhofe Amdt. No. 4204,To strike the provision relating to the pilot program on privatization of the Defense Commissary System.,Amendment Agreed to (70-28),'1/2',30,24,0,0,40,3,0,1,0,1,0,1,70,28,0,2,
92,114,2,H.R. 2577,"June 8, 2016,  07:37 PM",On the Cloture Motion H.R. 2577,"Motion to Invoke Cloture Re: Compound Motion to Disagree to the House Amdt. to Senate Amdt., Agree to Request to Conference, and Authorize Presiding Officer to Appoint Conferees to H.R. 2577","A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.","Cloture Motion Agreed to (93-2, 3/5 majority required)",'3/5',51,2,0,1,41,0,0,3,1,0,0,1,93,2,0,5,
93,114,2,H.R. 2577,"June 8, 2016,  08:13 PM",On the Motion (Nelson Motion to Instruct Conferees (Ebola/Zika Funding) Re: H.R. 2577),Nelson Motion to Instruct Conferees (Ebola/Zika Funding) Re: H.R. 2577,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.","Motion Rejected (46-49, 3/5 majority required)",'3/5',4,49,0,1,41,0,0,3,1,0,0,1,46,49,0,5,
94,114,2,H.R. 2577,"June 8, 2016,  08:38 PM",On the Motion (Sullivan Motion to Instruct Conferees Re: H.R. 2577),Sullivan Motion to Instruct Conferees Re: H.R. 2577,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.","Motion Rejected (56-38, 3/5 majority required)",'3/5',52,0,0,2,3,38,0,3,1,0,0,1,56,38,0,6,
95,114,2,,"June 9, 2016,  11:16 AM",On the Cloture Motion S.Amdt. 4549 to S.Amdt. 4229 to S. 2943 (National Defense Authorization Act for Fiscal Year 2017),Motion to Invoke Cloture on Reed Amdt. No. 4549,To authorize parity for defense and nondefense spending pursuant to the Bipartisan Budget Act of 2015.,"Cloture Motion Rejected (43-55, 3/5 majority required)",'3/5',2,52,0,0,40,3,0,1,1,0,0,1,43,55,0,2,
96,114,2,,"June 9, 2016,  11:53 AM",On the Cloture Motion S.Amdt. 4229 to S. 2943 (National Defense Authorization Act for Fiscal Year 2017),Motion to Invoke Cloture on McCain Amdt. No. 4229,To address unfunded priorities of the Armed Forces.,"Cloture Motion Rejected (56-42, 3/5 majority required)",'3/5',43,11,0,0,12,31,0,1,1,0,0,1,56,42,0,2,
97,114,2,S. 2943,"June 10, 2016,  09:02 AM",On the Cloture Motion S. 2943,Motion to Invoke Cloture on S. 2943,"An original bill to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.","Cloture Motion Agreed to (68-23, 3/5 majority required)",'3/5',50,3,0,1,17,20,0,7,1,0,0,1,68,23,0,9,
98,114,2,S. 2943,"June 14, 2016,  11:04 AM",On Passage of the Bill S. 2943,S. 2943 As Amended,"An original bill to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",Bill Passed (85-13),'1/2',48,6,0,0,36,7,0,1,1,0,0,1,85,13,0,2,
99,114,2,H.R. 2578,"June 14, 2016,  02:41 PM",On Cloture on the Motion to Proceed H.R. 2578,Motion to Invoke Cloture on the Motion to Proceed to H.R. 2578,"A bill making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2016, and for other purposes.","Cloture on the Motion to Proceed Agreed to (94-3, 3/5 majority required)",'3/5',50,3,0,1,43,0,0,1,1,0,0,1,94,3,0,3,
100,114,2,S. 524,"June 16, 2016,  01:49 PM",On the Cloture Motion S. 524,"Motion to Invoke Cloture on the Motion to Disagree to the House Amendments, Agree to the Request for Conference, and the Presiding Officer Appoint Conferees to S. 524","To authorize the Attorney General and Secretary of Health and Human Services to award grants to address the national epidemics of prescription opioid abuse and heroin use, and to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes.","Cloture Motion Agreed to (95-1, 3/5 majority required)",'3/5',52,1,0,1,42,0,0,2,1,0,0,1,95,1,0,4,
101,114,2,S. 524,"June 16, 2016,  02:19 PM",On the Motion (Shaheen Motion to Instruct Conferees to S. 524),Shaheen Motion to Instruct Conferees to S. 524,"To authorize the Attorney General and Secretary of Health and Human Services to award grants to address the national epidemics of prescription opioid abuse and heroin use, and to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes.",Motion Agreed to (66-29),'1/2',24,29,0,1,41,0,0,3,1,0,0,1,66,29,0,5,
102,114,2,S. 524,"June 16, 2016,  02:39 PM",On the Motion (Whitehouse Motion to Instruct Conferees to S. 524),Whitehouse Motion to Instruct Conferees to S. 524,"To authorize the Attorney General and Secretary of Health and Human Services to award grants to address the national epidemics of prescription opioid abuse and heroin use, and to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes.",Motion Agreed to (70-24),'1/2',28,24,0,2,41,0,0,3,1,0,0,1,70,24,0,6,
103,114,2,,"June 20, 2016,  05:36 PM","On the Cloture Motion S.Amdt. 4751 to S.Amdt. 4750 to H.R. 2578 (Commerce, Justice, Science, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 4751,To address gun violence and improve the availability of records to the National Instant Criminal Background Check System.,"Cloture Motion Rejected (53-47, 3/5 majority required)",'3/5',52,2,0,0,1,43,0,0,0,2,0,0,53,47,0,0,
104,114,2,H.R. 2578,"June 20, 2016,  06:03 PM",On the Cloture Motion H.R. 2578,Motion to Invoke Cloture on the Motion to Commit H.R. 2578 with instructions (Amdt. No. 4750),"A bill making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2016, and for other purposes.","Cloture Motion Rejected (44-56, 3/5 majority required)",'3/5',1,53,0,0,41,3,0,0,2,0,0,0,44,56,0,0,
105,114,2,,"June 20, 2016,  06:21 PM",On the Cloture Motion S.Amdt. 4749 to S.Amdt. 4720 to S.Amdt. 4685 to H.R. 2578,Motion to Invoke Cloture on Amdt. No. 4749,"To Secure our Homeland from radical Islamists by Enhancing Law enforcement Detection (""SHIELD"").","Cloture Motion Rejected (53-47, 3/5 majority required)",'3/5',51,3,0,0,2,42,0,0,0,2,0,0,53,47,0,0,
106,114,2,,"June 20, 2016,  06:37 PM","On the Cloture Motion S.Amdt. 4720 to S.Amdt. 4685 to H.R. 2578 (Commerce, Justice, Science, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 4720,To authorize the Attorney General to deny requests to transfer a firearm to known or suspected terrorists.,"Cloture Motion Rejected (47-53, 3/5 majority required)",'3/5',2,52,0,0,43,1,0,0,2,0,0,0,47,53,0,0,
107,114,2,H.R. 2578,"June 20, 2016,  06:53 PM",On the Motion to Table H.R. 2578,Motion to Table the Motion to Commit with Instructions,"A bill making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2016, and for other purposes.",Motion to Table Agreed to (56-42),'1/2',53,0,0,1,3,40,0,1,0,2,0,0,56,42,0,2,
108,114,2,,"June 22, 2016,  10:31 AM","On the Cloture Motion S.Amdt. 4787 to S.Amdt. 4685 to H.R. 2578 (Commerce, Justice, Science, and Related Agencies Appropriations Act, 2016)",Motion to Invoke Cloture on Amdt. No. 4787,"To amend section 2709 of title 18, United States Code, to clarify that the Government may obtain a specified set of electronic communication transactional records under that section, and to make permanent the authority for individual terrorists to be treated as agents of foreign powers under the Foreign Intelligence Surveillance Act of 1978.","Cloture Motion Rejected (58-38, 3/5 majority required)",'3/5',46,7,0,1,11,30,0,3,1,1,0,0,58,38,0,4,
109,114,2,H.R. 2578,"June 23, 2016,  02:01 PM",On the Motion to Table H.R. 2578,Motion to Table the Motion to Commit H.R. 2578 with Instructions (Amdt. No. 4858),"A bill making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2016, and for other purposes.",Motion to Table Failed (46-52),'1/2',46,8,0,0,0,43,0,1,0,1,0,1,46,52,0,2,
110,114,2,,"June 23, 2016,  02:27 PM","On the Motion to Table S.Amdt. 4859 to S.Amdt. 4858 to H.R. 2578 (Commerce, Justice, Science, and Related Agencies Appropriations Act, 2016)",Motion to Table Johnson Amdt. No. 4859,To authorize the Attorney General to delay or deny the transfer of firearms and explosives and issuance of Federal firearms and explosives licenses and permits to known or suspected terrorists.,Motion to Table Agreed to (67-31),'1/2',24,30,0,0,42,1,0,1,1,0,0,1,67,31,0,2,
111,114,2,PN576,"June 27, 2016,  05:32 PM",On the Nomination PN576,"Confirmation Robert F. Rossiter, Jr., of Nebraska, to be U.S. District Judge for the District of Nebraska","Robert F. Rossiter, Jr., of Nebraska, to be United States District Judge for the District of Nebraska",Nomination Confirmed (90-0),'1/2',47,0,0,7,42,0,0,2,1,0,0,1,90,0,0,10,
112,114,2,H.R. 2577,"June 28, 2016,  11:03 AM",On the Cloture Motion H.R. 2577,Motion to Invoke Cloture on the Conference Report to Accompany H.R. 2577,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.","Cloture Motion Rejected (52-48, 3/5 majority required)",'3/5',51,3,0,0,1,43,0,0,0,2,0,0,52,48,0,0,
113,114,2,S. 2328,"June 29, 2016,  10:31 AM",On the Cloture Motion S. 2328,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to S. 2328,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.","Cloture Motion Agreed to (68-32, 3/5 majority required)",'3/5',36,18,0,0,31,13,0,0,1,1,0,0,68,32,0,0,
114,114,2,S. 2328,"June 29, 2016,  06:12 PM",On the Motion to Table S. 2328,Motion to Table the Motion to Concur in the House Amendment with Amendment No. 4865 to S. 2328,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.",Motion to Table Failed (44-54),'1/2',3,51,0,0,40,2,0,2,1,1,0,0,44,54,0,2,
115,114,2,S. 2328,"June 29, 2016,  06:43 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: the Motion to Concur in the House Amdt. to S. 2328),Motion to Waive All Applicable Budgetary Discipline Re: the Motion to Concur in the House Amdt. to S. 2328,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.","Motion Agreed to (85-13, 3/5 majority required)",'3/5',53,1,0,0,31,11,0,2,1,1,0,0,85,13,0,2,
116,114,2,S. 2328,"June 29, 2016,  07:03 PM",On the Motion (Motion to Concur in the House Amendment to S. 2328),Motion to Concur in the House Amendment to S. 2328,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.",Motion Agreed to (68-30),'1/2',36,18,0,0,31,11,0,2,1,1,0,0,68,30,0,2,
117,114,2,S. 764,"June 29, 2016,  07:35 PM",On the Motion (Motion to Lay Before the Senate a Message From the House to Accompany S. 764),Motion to Lay Before the Senate a Message From the House to Accompany S. 764,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.",Motion Agreed to (68-29),'1/2',51,3,0,0,16,25,0,3,1,1,0,0,68,29,0,3,
118,114,2,PN575,"July 6, 2016,  02:48 PM",On the Nomination PN575,"Confirmation Brian R. Martinotti, of New Jersey, to be United States District Judge","Brian R. Martinotti, of New Jersey, to be United States District Judge for the District of New Jersey",Nomination Confirmed (92-5),'1/2',47,5,0,2,43,0,0,1,2,0,0,0,92,5,0,3,
119,114,2,S. 3100,"July 6, 2016,  03:17 PM",On Cloture on the Motion to Proceed S. 3100,Motion to Invoke Cloture on the Motion to Proceed to S. 3100,A bill to ensure that State and local law enforcement may cooperate with Federal officials to protect our communities from violent criminals and suspected terrorists who are illegally present in the United States.,"Cloture on the Motion to Proceed Rejected (53-44, 3/5 majority required)",'3/5',51,1,0,2,2,41,0,1,0,2,0,0,53,44,0,3,
120,114,2,S. 2193,"July 6, 2016,  03:36 PM",On Cloture on the Motion to Proceed S. 2193,Motion to Invoke Cloture on the Motion to Proceed to S. 2193,A bill to amend the Immigration and Nationality Act to increase penalties for individuals who illegally reenter the United States after being removed and for other purposes.,"Cloture on the Motion to Proceed Rejected (55-42, 3/5 majority required)",'3/5',52,0,0,2,3,40,0,1,0,2,0,0,55,42,0,3,
121,114,2,S. 764,"July 6, 2016,  04:00 PM",On the Cloture Motion S. 764,Motion to Invoke Cloture on the Motion to Concur in the House Amendment with an Amendment to S. 764,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.","Cloture Motion Agreed to (65-32, 3/5 majority required)",'3/5',47,5,0,2,18,25,0,1,0,2,0,0,65,32,0,3,
122,114,2,,"July 7, 2016,  10:21 PM",On the Motion to Table S.Amdt. 4936 to S.Amdt. 4935 to S. 764 (Defund Planned Parenthood Act of 2015),Motion to Table McConnell Amdt. No. 4936,To change the enactment date.,Motion to Table Failed (31-62),'1/2',3,46,0,5,26,16,0,2,2,0,0,0,31,62,0,7,
123,114,2,S. 764,"July 7, 2016,  10:45 PM",On the Motion (Motion to Concur in the House Amendment to S. 764 with Further Amendment (Amdt. No. 4935)),Motion to Concur in the House Amendment to S. 764 with Further Amendment (Amdt. No. 4935),"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.",Motion Agreed to (63-30),'1/2',42,7,0,5,21,21,0,2,0,2,0,0,63,30,0,7,
124,114,2,H.R. 5293,"July 7, 2016,  11:02 PM",On Cloture on the Motion to Proceed H.R. 5293,Motion to Invoke Cloture on the Motion to Proceed to H.R. 5293,"A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes.","Cloture on the Motion to Proceed Rejected (50-44, 3/5 majority required)",'3/5',48,1,0,5,2,41,0,1,0,2,0,0,50,44,0,6,
125,114,2,S. 2012,"July 12, 2016,  03:32 PM",On the Cloture Motion S. 2012,"Motion to Invoke Cloture on the Motion to Disagree to the House Amdt., Agree to the Request for Conference, and Appoint Conferees to S. 2012","An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.","Cloture Motion Agreed to (84-3, 3/5 majority required)",'3/5',39,3,0,12,44,0,0,0,1,0,0,1,84,3,0,13,
126,114,2,S. 524,"July 13, 2016,  11:02 AM",On the Cloture Motion S. 524,Motion to Invoke Cloture on the Conference Report to Accompany S. 524,"To authorize the Attorney General and Secretary of Health and Human Services to award grants to address the national epidemics of prescription opioid abuse and heroin use, and to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes.","Cloture Motion Agreed to (90-2, 3/5 majority required)",'3/5',44,2,0,8,44,0,0,0,2,0,0,0,90,2,0,8,
127,114,2,H.R. 636,"July 13, 2016,  01:54 PM",On the Motion (Motion to Concur in the House Amendments to the Senate Amendments Re: H.R. 636),Motion to Concur in the House Amendments to the Senate Amendments Re: H.R. 636,"An act to amend title 49, United States Code, to extend authorizations for the airport improvement program, to amend the Internal Revenue Code of 1986 to extend the funding and expenditure authority of the Airport and Airway Trust Fund, and for other purposes.",Motion Agreed to (89-4),'1/2',44,3,0,7,43,1,0,0,2,0,0,0,89,4,0,7,
128,114,2,PN1180,"July 13, 2016,  02:29 PM",On the Nomination PN1180,"Confirmation: Carla D. Hayden, of Maryland, to be Librarian of Congress","Carla D. Hayden, of Maryland, to be Librarian of Congress for a term of ten years",Nomination Confirmed (74-18),'1/2',29,18,0,7,44,0,0,0,1,0,0,1,74,18,0,8,
129,114,2,S. 524,"July 13, 2016,  06:20 PM",On the Conference Report S. 524,Conference Report to Accompany S. 524,"To authorize the Attorney General and Secretary of Health and Human Services to award grants to address the national epidemics of prescription opioid abuse and heroin use, and to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes.",Conference Report Agreed to (92-2),'1/2',46,2,0,6,44,0,0,0,2,0,0,0,92,2,0,6,
130,114,2,S. 2943,"July 14, 2016,  11:33 AM",On the Cloture Motion S. 2943,"Motion to Invoke Cloture on the Motion to Disagree in the House Amendment, Agree to the Request for a Conference, and Appoint Conferees","An original bill to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.","Cloture Motion Agreed to (90-7, 3/5 majority required)",'3/5',52,1,0,1,37,5,0,2,1,1,0,0,90,7,0,3,
131,114,2,S. 2943,"July 14, 2016,  12:07 PM",On the Motion (Shaheen Motion to Instruct Conferees Re: S. 2943),Shaheen Motion to Instruct Conferees Re: S. 2943,"An original bill to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",Motion Agreed to (84-12),'1/2',40,12,0,2,42,0,0,2,2,0,0,0,84,12,0,4,
132,114,2,S. 2943,"July 14, 2016,  12:28 PM",On the Motion (Sullivan Motion to Instruct Conferees Re: S. 2943),Sullivan Motion to Instruct Conferees Re: S. 2943,"An original bill to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",Motion Agreed to (85-12),'1/2',51,2,0,1,33,9,0,2,1,1,0,0,85,12,0,3,
133,114,2,H.R. 5293,"July 14, 2016,  12:46 PM",On Cloture on the Motion to Proceed H.R. 5293,Upon Reconsideration Motion to Invoke Cloture on the Motion to Proceed to H.R. 5293,"A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes.","Cloture on the Motion to Proceed Rejected (55-42, 3/5 majority required)",'3/5',53,0,0,1,2,40,0,2,0,2,0,0,55,42,0,3,
134,114,2,H.R. 2577,"July 14, 2016,  01:59 PM",On the Cloture Motion H.R. 2577,Upon Reconsideration Motion to Invoke Cloture on the Conference Report to Accompany H.R. 2577,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.","Cloture Motion Rejected (52-44, 3/5 majority required)",'3/5',51,1,0,2,1,41,0,2,0,2,0,0,52,44,0,4,
135,114,2,H.R. 2577,"September 6, 2016,  05:32 PM",On the Cloture Motion H.R. 2577,Motion to Invoke Cloture on the Conference Report to Accompany H.R. 2577,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.","Cloture Motion Rejected (52-46, 3/5 majority required)",'3/5',51,2,0,1,1,42,0,1,0,2,0,0,52,46,0,2,
136,114,2,H.R. 5293,"September 6, 2016,  06:09 PM",On Cloture on the Motion to Proceed H.R. 5293,Motion to Invoke Cloture on the Motion to Proceed to H.R. 5293,"A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes.","Cloture on the Motion to Proceed Rejected (55-43, 3/5 majority required)",'3/5',53,0,0,1,2,41,0,1,0,2,0,0,55,43,0,2,
137,114,2,PN1500,"September 8, 2016,  01:46 PM",On the Nomination PN1500,"Confirmation Peter Michael McKinley, of Virginia, to be Ambassador to the Federative Republic of Brazil","Peter Michael McKinley, of Virginia, to be Ambassador to the Federative Republic of Brazil",Nomination Confirmed (92-0),'1/2',50,0,0,4,40,0,0,4,2,0,0,0,92,0,0,8,
138,114,2,,"September 12, 2016,  05:31 PM",On the Cloture Motion S.Amdt. 4979 to S. 2848 (Water Resources Development Act of 2016),Motion to Invoke Cloture on Amdt. No. 4979,In the nature of a substitute.,"Cloture Motion Agreed to (90-1, 3/5 majority required)",'3/5',47,1,0,6,42,0,0,2,1,0,0,1,90,1,0,9,
139,114,2,,"September 14, 2016,  02:40 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 4979),Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 4979,In the nature of a substitute.,"Motion Agreed to (85-12, 3/5 majority required)",'3/5',40,12,0,2,43,0,0,1,2,0,0,0,85,12,0,3,
140,114,2,S. 2848,"September 14, 2016,  03:11 PM",On the Cloture Motion S. 2848,Motion to Invoke Cloture on S. 2848,"A bill to provide for the conservation and development of water and related resources, to authorize the Secretary of the Army to construct various projects for improvements to rivers and harbors of the United States, and for other purposes.","Cloture Motion Agreed to (94-3, 3/5 majority required)",'3/5',49,3,0,2,43,0,0,1,2,0,0,0,94,3,0,3,
141,114,2,S. 2848,"September 15, 2016,  11:42 PM",On Passage of the Bill S. 2848,S. 2848 As Amended,"A bill to provide for the conservation and development of water and related resources, to authorize the Secretary of the Army to construct various projects for improvements to rivers and harbors of the United States, and for other purposes.",Bill Passed (95-3),'1/2',50,3,0,1,43,0,0,1,2,0,0,0,95,3,0,2,
142,114,2,PN1375,"September 15, 2016,  01:48 PM",On the Nomination PN1375,"Confirmation Susan S. Gibson, of Virginia, to be Inspector General of the National Reconnaissance Office","Susan S. Gibson, of Virginia, to be Inspector General of the National Reconnaissance Office",Nomination Confirmed (93-0),'1/2',50,0,0,4,42,0,0,2,1,0,0,1,93,0,0,7,
