Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,111,2,PN635,"January 20, 2010,  12:01 PM",On the Nomination PN635,"Confirmation Beverly Baldwin Martin, of Georgia, to be U.S. Circuit Judge","Beverly Baldwin Martin, of Georgia, to be United States Circuit Judge for the Eleventh Circuit",Nomination Confirmed (97-0),'1/2',38,0,0,2,57,0,0,1,2,0,0,0,97,0,0,3,
2,111,2,,"January 21, 2010,  03:16 PM",On the Amendment S.Amdt. 3301 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Thune Amdt. No. 3301,"To terminate authority under the Troubled Asset Relief Program, and for other purposes.","Amendment Rejected (53-45, 3/5 majority required)",'3/5',40,0,0,0,13,43,0,2,0,2,0,0,53,45,0,2,
3,111,2,PN1077,"January 25, 2010,  06:06 PM",On the Nomination PN1077,"Confirmation Rosanna Malouf Peterson, of Washington, to be U.S. District Judge","Rosanna Malouf Peterson, of Washington, to be United States District Judge for the Eastern District of Washington",Nomination Confirmed (89-0),'1/2',33,0,0,7,54,0,0,4,2,0,0,0,89,0,0,11,
4,111,2,,"January 26, 2010,  11:30 AM",On the Amendment S.Amdt. 3300 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Baucus Amdt. No. 3300 as Modified,To protect Social Security.,"Amendment Agreed to (97-0, 3/5 majority required)",'3/5',39,0,0,1,56,0,0,2,2,0,0,0,97,0,0,3,
5,111,2,,"January 26, 2010,  12:00 PM",On the Amendment S.Amdt. 3302 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Conrad Amdt. No. 3302,"To establish a Bipartisan Task Force for Responsible Fiscal Action, to assure the long-term fiscal stability and economic security of the Federal Government of the United States, and to expand future prosperity and growth for all Americans.","Amendment Rejected (53-46, 3/5 majority required)",'3/5',16,23,0,1,36,22,0,0,1,1,0,0,53,46,0,1,
6,111,2,,"January 26, 2010,  07:22 PM",On the Amendment S.Amdt. 3303 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),"Coburn Amdt. No. 3303, Division I","To rescind $120 billion in Federal spending by consolidating duplicative government programs, cutting wasteful Washington spending, and returning billions of dollars of unspent money.","Amendment Agreed to (94-0, 3/5 majority required)",'3/5',38,0,0,2,54,0,0,4,2,0,0,0,94,0,0,6,
7,111,2,,"January 26, 2010,  07:50 PM",On the Amendment S.Amdt. 3303 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),"Coburn Amdt. No. 3303, Division II","To rescind $120 billion in Federal spending by consolidating duplicative government programs, cutting wasteful Washington spending, and returning billions of dollars of unspent money.","Amendment Rejected (46-48, 3/5 majority required)",'3/5',37,1,0,2,9,45,0,4,0,2,0,0,46,48,0,6,
8,111,2,,"January 26, 2010,  08:12 PM",On the Amendment S.Amdt. 3303 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),"Coburn Amdt. No. 3303, Division III","To rescind $120 billion in Federal spending by consolidating duplicative government programs, cutting wasteful Washington spending, and returning billions of dollars of unspent money.","Amendment Rejected (33-61, 3/5 majority required)",'3/5',31,7,0,2,2,52,0,4,0,2,0,0,33,61,0,6,
9,111,2,,"January 26, 2010,  08:31 PM",On the Amendment S.Amdt. 3303 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),"Coburn Amdt. No. 3303, Division IV","To rescind $120 billion in Federal spending by consolidating duplicative government programs, cutting wasteful Washington spending, and returning billions of dollars of unspent money.","Amendment Rejected (37-57, 3/5 majority required)",'3/5',35,3,0,2,2,52,0,4,0,2,0,0,37,57,0,6,
10,111,2,,"January 28, 2010,  10:44 AM",On the Amendment S.Amdt. 3309 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Brownback Amdt. No. 3309,To establish a Commission on Congressional Budgetary Accountability and Review of Federal Agencies.,"Amendment Rejected (51-49, 3/5 majority required)",'3/5',37,3,0,0,13,45,0,0,1,1,0,0,51,49,0,0,
11,111,2,,"January 28, 2010,  11:15 AM",On the Amendment S.Amdt. 3308 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Sessions Amdt. No. 3308,To reduce the deficit by establishing 5-year discretionary spending caps.,"Amendment Rejected (56-44, 3/5 majority required)",'3/5',39,1,0,0,16,42,0,0,1,1,0,0,56,44,0,0,
12,111,2,,"January 28, 2010,  11:41 AM",On the Amendment S.Amdt. 3305 to S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Reid Amdt. No. 3305,To reimpose statutory pay-as-you-go.,"Amendment Agreed to (60-40, 3/5 majority required)",'3/5',0,40,0,0,58,0,0,0,2,0,0,0,60,40,0,0,
13,111,2,,"January 28, 2010,  12:03 PM",On the Amendment S.Amdt. 3299 to H.J.Res. 45 (No short title on file),Reid Amdt. No. 3299 As Amended,In the nature of a substitute.,"Amendment Agreed to (60-40, 3/5 majority required)",'3/5',0,40,0,0,58,0,0,0,2,0,0,0,60,40,0,0,
14,111,2,H.J.Res. 45,"January 28, 2010,  12:21 PM",On the Joint Resolution H.J.Res. 45,H. J. Res. 45 As Amended,A joint resolution increasing the statutory limit on the public debt.,"Joint Resolution Passed (60-39, 3/5 majority required)",'3/5',0,39,0,1,58,0,0,0,2,0,0,0,60,39,0,1,
15,111,2,PN959,"January 28, 2010,  03:21 PM",On the Cloture Motion PN959,"Motion to Invoke Cloture on the Nomination of Ben S. Bernanke, to be Chairman of the Board of Governors of the Federal Reserve","Ben S. Bernanke, of New Jersey, to be Chairman of the Board of Governors of the Federal Reserve System for a term of four years","Cloture Motion Agreed to (77-23, 3/5 majority required)",'3/5',23,17,0,0,53,5,0,0,1,1,0,0,77,23,0,0,
16,111,2,PN959,"January 28, 2010,  03:45 PM",On the Nomination PN959,Confirmation Ben S. Bernanke To Be Chairman Of The Board of Governors of the Federal Reserve System,"Ben S. Bernanke, of New Jersey, to be Chairman of the Board of Governors of the Federal Reserve System for a term of four years",Nomination Confirmed (70-30),'1/2',22,18,0,0,47,11,0,0,1,1,0,0,70,30,0,0,
17,111,2,PN319,"February 1, 2010,  05:35 PM",On the Cloture Motion PN319,"Motion to Invoke Cloture on the Nomination of M. Patricia Smith, to be Solicitor for the Department of Labor","M. Patricia Smith, of New York, to be Solicitor for the Department of Labor","Cloture Motion Agreed to (60-32, 3/5 majority required)",'3/5',0,32,0,8,58,0,0,0,2,0,0,0,60,32,0,8,
18,111,2,PN319,"February 4, 2010,  12:32 PM",On the Nomination PN319,"Confirmation M. Patricia Smith, of New York, to be Solicitor for the Department of Labor.","M. Patricia Smith, of New York, to be Solicitor for the Department of Labor",Nomination Confirmed (60-37),'1/2',0,37,0,3,58,0,0,0,2,0,0,0,60,37,0,3,
19,111,2,PN393,"February 4, 2010,  02:47 PM",On the Cloture Motion PN393,Motion to Invoke Cloture on the Nomination of Martha A. Johnson to be Administrator of General Services Administration,"Martha N. Johnson, of Maryland, to be Administrator of General Services","Cloture Motion Agreed to (82-16, 3/5 majority required)",'3/5',22,16,0,2,58,0,0,0,2,0,0,0,82,16,0,2,
20,111,2,PN393,"February 4, 2010,  03:14 PM",On the Nomination PN393,"Nomination: Martha N. Johnson, of Maryland, to be Administrator of General Services","Martha N. Johnson, of Maryland, to be Administrator of General Services",Nomination Confirmed (96-0),'1/2',36,0,0,4,58,0,0,0,2,0,0,0,96,0,0,4,
21,111,2,PN634,"February 9, 2010,  04:04 PM",On the Nomination PN634,"Confirmation Joseph A. Greenaway, Jr., of New Jersey, to be United States Circuit Judge for the Third Circuit","Joseph A. Greenaway, Jr., of New Jersey, to be United States Circuit Judge for the Third Circuit",Nomination Confirmed (84-0),'1/2',31,0,0,10,52,0,0,5,1,0,0,1,84,0,0,16,
22,111,2,PN1351,"February 9, 2010,  04:29 PM",On the Cloture Motion PN1351,"Cloture Motion on Craig Becker, of Illinois, to be a Member of the National Labor Relations Board","Craig Becker, of Illinois, to be a Member of the National Labor Relations Board for the term of five years expiring December 16, 2014","Cloture Motion Rejected (52-33, 3/5 majority required)",'3/5',0,31,0,10,51,2,0,4,1,0,0,1,52,33,0,15,
23,111,2,H.R. 2847,"February 22, 2010,  05:29 PM",On the Cloture Motion H.R. 2847,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment with Amendment No. 3310 to H.R. 2847,"A bill making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.","Cloture Motion Agreed to (62-30, 3/5 majority required)",'3/5',5,29,0,7,55,1,0,1,2,0,0,0,62,30,0,8,
24,111,2,,"February 24, 2010,  10:00 AM","On the Motion (Motion to Waive Section 201(a) of S. Con. Res. 21, 110th Congress, Re: Reid Amdt. No. 3310)","Motion to Waive Section 201(a) of S. Con. Res. 21, 110th Congress, Re: Reid Amdt. No. 3310",In the nature of a substitute.,"Motion Agreed to (62-34, 3/5 majority required)",'3/5',6,33,0,2,54,1,0,2,2,0,0,0,62,34,0,4,
25,111,2,H.R. 2847,"February 24, 2010,  10:25 AM",On the Motion (Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 2847 With an Amendment (No. 3310)),Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 2847 With an Amendment (No. 3310),"A bill making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.",Motion Agreed to (70-28),'1/2',13,27,0,1,55,1,0,1,2,0,0,0,70,28,0,2,
26,111,2,H.R. 1299,"February 25, 2010,  07:51 PM",On the Cloture Motion H.R. 1299,Motion to Invoke Cloture on the Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 1299,"A bill to make technical corrections to the laws affecting certain administrative authorities of the United States Capitol Police, and for other purposes.","Cloture Motion Agreed to (76-20, 3/5 majority required)",'3/5',19,20,0,2,55,0,0,2,2,0,0,0,76,20,0,4,
27,111,2,H.R. 1299,"February 25, 2010,  08:20 PM",On the Motion (DeMint Motion to Suspend Rule XXII),DeMint Motion to Suspend Rule XXII,"A bill to make technical corrections to the laws affecting certain administrative authorities of the United States Capitol Police, and for other purposes.","Motion Rejected (38-58, 2/3 majority required)",'2/3',35,4,0,2,3,52,0,2,0,2,0,0,38,58,0,4,
28,111,2,H.R. 1299,"February 25, 2010,  08:35 PM",On the Motion (Motion to Concur in the House Amendment to Senate Amendment to H.R. 1299),Motion to Concur in the House Amendment to Senate Amendment to H.R. 1299,"A bill to make technical corrections to the laws affecting certain administrative authorities of the United States Capitol Police, and for other purposes.",Motion Agreed to (78-18),'1/2',21,18,0,2,55,0,0,2,2,0,0,0,78,18,0,4,
29,111,2,PN937,"March 2, 2010,  12:15 PM",On the Cloture Motion PN937,"Motion to Invoke Cloture on the Nomination of Barbara Milano Keenan, of VA, to be U.S. Circuit Judge","Barbara Milano Keenan, of Virginia, to be United States Circuit Judge for the Fourth Circuit","Cloture Motion Agreed to (99-0, 3/5 majority required)",'3/5',40,0,0,1,57,0,0,0,2,0,0,0,99,0,0,1,
30,111,2,PN937,"March 2, 2010,  02:18 PM",On the Nomination PN937,"Confirmation Barbara Milano Keenan, of Virginia, to be U.S. Circuit Judge for the Fourth Circuit.","Barbara Milano Keenan, of Virginia, to be United States Circuit Judge for the Fourth Circuit",Nomination Confirmed (99-0),'1/2',40,0,0,1,57,0,0,0,2,0,0,0,99,0,0,1,
31,111,2,,"March 2, 2010,  08:31 PM",On the Motion (Motion to Waive CBA Bunning Amdt. No. 3355),Motion to Waive CBA Bunning Amdt. No. 3355,In the nature of a substitute.,"Motion Rejected (43-53, 3/5 majority required)",'3/5',39,0,0,2,3,52,0,2,1,1,0,0,43,53,0,4,
32,111,2,H.R. 4691,"March 2, 2010,  08:56 PM",On Passage of the Bill H.R. 4691,H.R. 4691,"A bill to provide a temporary extension of certain programs, and for other purposes.",Bill Passed (78-19),'1/2',21,19,0,1,55,0,0,2,2,0,0,0,78,19,0,3,
33,111,2,,"March 3, 2010,  02:50 PM","On the Motion (Motion to Waive CBA Thune Amdt No. 3338, As Further Amended)","Motion to Waive CBA Thune Amdt No. 3338, As Further Amended","To create additional tax relief for businesses, and for other purposes.","Motion Rejected (38-61, 3/5 majority required)",'3/5',37,3,0,1,1,56,0,0,0,2,0,0,38,61,0,1,
34,111,2,,"March 3, 2010,  03:22 PM",On the Motion to Table S.Amdt. 3352 to S.Amdt. 3336 to H.R. 4213 (Tax Extenders Act of 2009),Motion to Table Grassley Amdt. No. 3352,To improve the bill.,Motion to Table Agreed to (54-45),'1/2',0,40,0,1,52,5,0,0,2,0,0,0,54,45,0,1,
35,111,2,,"March 3, 2010,  05:58 PM",On the Motion (Motion to Waive Sec. 403 of S.Con.Res. 13 re: Burr Amdt. No. 3390.),Motion to Waive Sec. 403 of S.Con.Res. 13 re: Burr Amdt. No. 3390.,"To provide an emergency benefit of $250 to seniors, veterans, and persons with disabilities in 2010 to compensate for the lack of cost-of-living adjustment for such year, to provide an offset using unobligated stimulus funds, and for other purposes.","Motion Rejected (38-59, 3/5 majority required)",'3/5',29,9,0,3,9,48,0,0,0,2,0,0,38,59,0,3,
36,111,2,,"March 3, 2010,  06:28 PM","On the Motion (Motion to Waive Sec. 403 of S.Con.Res. 13, 111th Congress, re: Sanders Amdt. No. 3353 As Modified)","Motion to Waive Sec. 403 of S.Con.Res. 13, 111th Congress, re: Sanders Amdt. No. 3353 As Modified","To provide an emergency benefit of $250 to seniors, veterans, and persons with disabilities in 2010 to compensate for the lack of cost-of-living adjustment for such year, and for other purposes.","Motion Rejected (47-50, 3/5 majority required)",'3/5',1,37,0,3,45,12,0,0,1,1,0,0,47,50,0,3,
37,111,2,,"March 3, 2010,  06:53 PM",On the Motion to Table S.Amdt. 3360 to S.Amdt. 3336 to H.R. 4213 (Tax Extenders Act of 2009),Motion to Table Bunning Amdt. No. 3360.,To offset the cost of the bill.,Motion to Table Agreed to (56-41),'1/2',0,38,0,3,54,3,0,0,2,0,0,0,56,41,0,3,
38,111,2,,"March 3, 2010,  07:14 PM",On the Motion to Table S.Amdt. 3361 to S.Amdt. 3336 to H.R. 4213 (Tax Extenders Act of 2009),Motion to Table Bunning Amdt. No. 3361.,To provide additional offsets.,Motion to Table Agreed to (61-36),'1/2',3,35,0,3,56,1,0,0,2,0,0,0,61,36,0,3,
39,111,2,,"March 3, 2010,  07:30 PM",On the Motion (Motion to Waive Budget Act Points of Order re: Baucus Amdt. No. 3336.),Motion to Waive Budget Act Points of Order re: Baucus Amdt. No. 3336.,In the nature of a substitute.,"Motion Agreed to (60-37, 3/5 majority required)",'3/5',1,37,0,3,57,0,0,0,2,0,0,0,60,37,0,3,
40,111,2,,"March 4, 2010,  02:45 PM","On the Motion (Motion to Waive Section 403, S. Con. Res. 13, 111th Congress, Brown (MA) Amdt. No. 3391)","Motion to Waive Section 403, S. Con. Res. 13, 111th Congress, Brown (MA) Amdt. No. 3391","To provide for a 6-month employee payroll tax rate cut, and for other purposes.","Motion Rejected (44-56, 3/5 majority required)",'3/5',40,1,0,0,4,53,0,0,0,2,0,0,44,56,0,0,
41,111,2,,"March 4, 2010,  03:14 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline re: Burr Amdt. No. 3389),Motion to Waive All Applicable Budgetary Discipline re: Burr Amdt. No. 3389,"To provide Federal reimbursement to State and local governments for a limited sales, use, and retailers' occupation tax holiday, and to offset the cost of such reimbursements.","Motion Rejected (22-78, 3/5 majority required)",'3/5',22,19,0,0,0,57,0,0,0,2,0,0,22,78,0,0,
42,111,2,,"March 4, 2010,  03:34 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Sessions Amdt. No. 3337),Motion to Waive All Applicable Budgetary Discipline Sessions Amdt. No. 3337,To reduce the deficit by establishing discretionary spending caps.,"Motion Rejected (59-41, 3/5 majority required)",'3/5',41,0,0,0,17,40,0,0,1,1,0,0,59,41,0,0,
43,111,2,PN1128,"March 4, 2010,  03:51 PM",On the Nomination PN1128,Confirmation William M. Conley to be United States District Judge for the Western District of Wisconsin,"William M. Conley, of Wisconsin, to be United States District Judge for the Western District of Wisconsin",Nomination Confirmed (99-0),'1/2',41,0,0,0,56,0,0,1,2,0,0,0,99,0,0,1,
44,111,2,,"March 9, 2010,  11:09 AM",On the Amendment S.Amdt. 3358 to S.Amdt. 3336 to H.R. 4213 (Tax Extenders Act of 2009),Coburn Amdt. No. 3358,To require the Senate to be transparent with taxpayers about spending.,Amendment Agreed to (100-0),'1/2',41,0,0,0,57,0,0,0,2,0,0,0,100,0,0,0,
45,111,2,,"March 9, 2010,  11:38 AM","On the Motion (Motion to Waive Sect. 201(a), S.Con.Res. 21, 110th, Murray Amendment No. 3356 As Modified)","Motion to Waive Sect. 201(a), S.Con.Res. 21, 110th, Murray Amendment No. 3356 As Modified",To extend the TANF Emergency Fund through fiscal year 2011 and to provide funding for summer employment for youth.,"Motion Rejected (55-45, 3/5 majority required)",'3/5',0,41,0,0,53,4,0,0,2,0,0,0,55,45,0,0,
46,111,2,,"March 9, 2010,  02:51 PM",On the Cloture Motion S.Amdt. 3336 to H.R. 4213 (Tax Extenders Act of 2009),Motion to Invoke Cloture on Baucus Amdt. No. 3336,In the nature of a substitute.,"Cloture Motion Agreed to (66-34, 3/5 majority required)",'3/5',8,33,0,0,56,1,0,0,2,0,0,0,66,34,0,0,
47,111,2,H.R. 4213,"March 10, 2010,  02:04 PM",On the Cloture Motion H.R. 4213,Motion to Invoke Cloture on H.R. 4213,"A bill to amend the Internal Revenue Code of 1986 to extend certain expiring provisions, and for other purposes.","Cloture Motion Agreed to (66-33, 3/5 majority required)",'3/5',9,32,0,0,55,1,0,1,2,0,0,0,66,33,0,1,
48,111,2,H.R. 4213,"March 10, 2010,  02:31 PM",On Passage of the Bill H.R. 4213,H.R. 4213 As Amended,"A bill to amend the Internal Revenue Code of 1986 to extend certain expiring provisions, and for other purposes.",Bill Passed (62-36),'1/2',6,35,0,0,54,1,0,2,2,0,0,0,62,36,0,2,
49,111,2,H.R. 2847,"March 15, 2010,  05:31 PM",On the Cloture Motion H.R. 2847,Motion to Invoke Cloture on the Motion to Concur in the House Amendments to the Senate Amendment to the House Amendment to Senate Amendment to H.R. 2847,"A bill making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.","Cloture Motion Agreed to (61-30, 3/5 majority required)",'3/5',6,29,0,6,53,1,0,3,2,0,0,0,61,30,0,9,
50,111,2,,"March 16, 2010,  06:02 PM",On the Motion to Table S.Amdt. 3454 to S.Amdt. 3452 to H.R. 1586 (No short title on file),Motion to Table DeMint Amdt. No. 3454,To establish an earmark moratorium for fiscal years 2010 and 2011.,Motion to Table Agreed to (68-29),'1/2',15,25,0,1,51,4,0,2,2,0,0,0,68,29,0,3,
51,111,2,,"March 16, 2010,  06:32 PM",On the Amendment S.Amdt. 3470 to S.Amdt. 3452 to H.R. 1586 (No short title on file),Feingold Amdt. No. 3470 as Modified,To provide for the rescission of unused transportation earmarks and to establish a general reporting requirement for any unused earmarks.,Amendment Agreed to (87-11),'1/2',32,8,0,1,53,3,0,1,2,0,0,0,87,11,0,2,
52,111,2,,"March 16, 2010,  06:52 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Vitter Amdt. No. 3458 as Modified),Motion to Waive All Applicable Budgetary Discipline Re: Vitter Amdt. No. 3458 as Modified,To clarify application requirements relating to the coastal impact assistance program.,"Motion Rejected (41-57, 3/5 majority required)",'3/5',36,4,0,1,5,51,0,1,0,2,0,0,41,57,0,2,
53,111,2,,"March 16, 2010,  07:14 PM",On the Amendment S.Amdt. 3456 to S.Amdt. 3452 to H.R. 1586 (No short title on file),Lieberman Amdt. No. 3456,To reauthorize the DC opportunity scholarship program.,Amendment Rejected (42-55),'1/2',38,1,0,2,3,53,0,1,1,1,0,0,42,55,0,3,
54,111,2,H.R. 2847,"March 17, 2010,  09:53 AM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: H.R. 2847),Motion to Waive All Applicable Budgetary Discipline Re: H.R. 2847,"A bill making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.","Motion Agreed to (63-34, 3/5 majority required)",'3/5',6,33,0,2,55,1,0,1,2,0,0,0,63,34,0,3,
55,111,2,H.R. 2847,"March 17, 2010,  10:17 AM",On the Motion (Motion to Concur in the House Amendments to Senate Amendment to House Amendment to Senate Amendment to H.R. 2847),Motion to Concur in the House Amendments to Senate Amendment to House Amendment to Senate Amendment to H.R. 2847,"A bill making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.",Motion Agreed to (68-29),'1/2',11,28,0,2,55,1,0,1,2,0,0,0,68,29,0,3,
56,111,2,PN1061,"March 17, 2010,  03:32 PM",On the Nomination PN1061,"Confirmation O. Rogeriee Thompson, of Rhode Island, to be United States Circuit Judge","O. Rogeriee Thompson, of Rhode Island, to be United States Circuit Judge for the First Circuit",Nomination Confirmed (98-0),'1/2',40,0,0,1,56,0,0,1,2,0,0,0,98,0,0,2,
57,111,2,,"March 18, 2010,  02:04 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Sessions Amdt. No. 3453 as Modified),Motion to Waive All Applicable Budgetary Discipline Re: Sessions Amdt. No. 3453 as Modified,To reduce the deficit by establishing discretionary spending caps.,"Motion Rejected (56-40, 3/5 majority required)",'3/5',40,0,0,1,15,39,0,3,1,1,0,0,56,40,0,4,
58,111,2,,"March 18, 2010,  02:31 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline - Pryor Amdt. No. 3548),Motion to Waive All Applicable Budgetary Discipline - Pryor Amdt. No. 3548,To reduce the deficit by establishing discretionary spending caps.,"Motion Rejected (27-70, 3/5 majority required)",'3/5',0,40,0,1,27,28,0,2,0,2,0,0,27,70,0,3,
59,111,2,,"March 18, 2010,  04:17 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline - Inhofe Amdt. No. 3549),Motion to Waive All Applicable Budgetary Discipline - Inhofe Amdt. No. 3549,To reduce the deficit by establishing discretionary spending caps for non-security spending.,"Motion Rejected (41-56, 3/5 majority required)",'3/5',39,1,0,1,2,53,0,2,0,2,0,0,41,56,0,3,
60,111,2,,"March 18, 2010,  04:45 PM",On the Amendment S.Amdt. 3475 to S.Amdt. 3452 to H.R. 1586 (No short title on file),McCain Amdt. No. 3475,To prohibit earmarks in years in which there is a deficit.,Amendment Rejected (26-70),'1/2',23,17,0,1,3,51,0,3,0,2,0,0,26,70,0,4,
61,111,2,H.R. 1586,"March 22, 2010,  05:32 PM",On Passage of the Bill H.R. 1586,H.R. 1586 As Amended,"An act to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide for modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.",Bill Passed (93-0),'1/2',37,0,0,4,55,0,0,2,1,0,0,1,93,0,0,7,
62,111,2,H.R. 4872,"March 23, 2010,  02:50 PM",On the Motion to Adjourn H.R. 4872,Motion to Adjourn,An Act to provide for reconciliation pursuant to Title II of the concurrent resolution on the budget for fiscal year 2010 (S. Con. Res. 13).,Motion to Adjourn Agreed to (57-39),'1/2',0,39,0,2,55,0,0,2,2,0,0,0,57,39,0,4,
63,111,2,H.R. 4872,"March 23, 2010,  03:17 PM",On the Motion to Proceed H.R. 4872,Motion to Proceed to Consider H.R. 4872,An Act to provide for reconciliation pursuant to Title II of the concurrent resolution on the budget for fiscal year 2010 (S. Con. Res. 13).,Motion to Proceed Agreed to (56-40),'1/2',0,39,0,2,54,1,0,2,2,0,0,0,56,40,0,4,
64,111,2,,"March 24, 2010,  05:32 PM",On the Motion to Table S.Amdt. 3567 to H.R. 4872 (Health Care and Education Reconciliation  Act of 2010),Motion to Table Gregg Amdt. No. 3567 As Modified,To prevent Medicare from being used for new entitlements and to use Medicare savings to save Medicare.,Motion to Table Agreed to (56-42),'1/2',0,40,0,1,54,2,0,1,2,0,0,0,56,42,0,2,
65,111,2,,"March 24, 2010,  05:57 PM",On the Motion to Table S.Amdt. 3570 to H.R. 4872 (Health Care and Education Reconciliation  Act of 2010),Motion to Table McCain Amdt. No. 3570,"To eliminate the sweetheart deals for Tennessee, Hawaii, Louisiana, Montana, Connecticut, and frontier States.",Motion to Table Agreed to (54-43),'1/2',0,40,0,1,52,3,0,2,2,0,0,0,54,43,0,3,
66,111,2,H.R. 4872,"March 24, 2010,  06:17 PM",On the Motion to Table H.R. 4872,Motion to Table the Crapo Motion to Commit H.R. 4872 to the Committee on Finance,An Act to provide for reconciliation pursuant to Title II of the concurrent resolution on the budget for fiscal year 2010 (S. Con. Res. 13).,Motion to Table Agreed to (56-43),'1/2',0,40,0,1,54,3,0,0,2,0,0,0,56,43,0,1,
67,111,2,H.R. 4872,"March 24, 2010,  06:33 PM",On the Motion to Table H.R. 4872,Motion to Table Enzi Motion to Commit H.R. 4872 to the Committee on Finance,An Act to provide for reconciliation pursuant to Title II of the concurrent resolution on the budget for fiscal year 2010 (S. Con. Res. 13).,Motion to Table Agreed to (58-41),'1/2',0,40,0,1,56,1,0,0,2,0,0,0,58,41,0,1,
68,111,2,,"March 24, 2010,  06:50 PM",On the Motion to Table S.Amdt. 3582 to H.R. 4872 (Health Care and Education Reconciliation  Act of 2010),Motion to Table Barrasso Amdt. No. 3582,To ensure that Americans can keep the coverage they have by keeping premiums affordable.,Motion to Table Agreed to (57-41),'1/2',0,40,0,1,55,1,0,1,2,0,0,0,57,41,0,2,
69,111,2,,"March 24, 2010,  07:09 PM",On the Motion (Motion to Waive Sec. 313 of the CBA Grassley Amdt. No. 3564),Motion to Waive Sec. 313 of the CBA Grassley Amdt. No. 3564,"To make sure the President, Cabinet Members, all White House Senior staff and Congressional Committee and Leadership Staff are purchasing health insurance through the health insurance exchanges established by the Patient Protection and Affordable Care Act.","Motion Rejected (43-56, 3/5 majority required)",'3/5',40,0,0,1,3,54,0,0,0,2,0,0,43,56,0,1,
70,111,2,H.R. 4872,"March 24, 2010,  07:27 PM",On the Motion to Table H.R. 4872,"Motion to Table Alexander Motion to Commit H.R. 4872 to the Committee on Health, Education, Labor, and Pensions",An Act to provide for reconciliation pursuant to Title II of the concurrent resolution on the budget for fiscal year 2010 (S. Con. Res. 13).,Motion to Table Agreed to (58-41),'1/2',0,40,0,1,56,1,0,0,2,0,0,0,58,41,0,1,
71,111,2,,"March 24, 2010,  07:44 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline LeMieux Amdt. No. 3586),Motion to Waive All Applicable Budgetary Discipline LeMieux Amdt. No. 3586,To enroll Members of Congress in the Medicaid program.,"Motion Rejected (40-59, 3/5 majority required)",'3/5',40,0,0,1,0,57,0,0,0,2,0,0,40,59,0,1,
72,111,2,H.R. 4872,"March 24, 2010,  08:03 PM",On the Motion to Table H.R. 4872,Motion to Table Hatch Motion to Commit H.R. 4872 to the Committee on Finance,An Act to provide for reconciliation pursuant to Title II of the concurrent resolution on the budget for fiscal year 2010 (S. Con. Res. 13).,Motion to Table Agreed to (56-42),'1/2',0,40,0,1,54,2,0,1,2,0,0,0,56,42,0,2,
73,111,2,,"March 24, 2010,  08:21 PM",On the Motion to Table S.Amdt. 3556 to H.R. 4872 (Health Care and Education Reconciliation  Act of 2010),Motion to Table Coburn Amdt. No. 3556,To reduce the cost of providing federally funded prescription drugs by eliminating fraudulent payments and prohibiting coverage of Viagra for child molesters and rapists and for drugs intended to induce abortion.,Motion to Table Agreed to (57-42),'1/2',0,40,0,1,55,2,0,0,2,0,0,0,57,42,0,1,
