Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
11,110,2,,"February 7, 2008,  05:26 PM",On the Amendment S.Amdt. 3915 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),"Feingold Amdt. No. 3915

",To place flexible limits on the use of information obtained using unlawful procedures.,Amendment Rejected (40-56),'1/2',0,48,0,1,39,7,0,3,1,1,0,0,40,56,0,4,
12,110,2,,"February 7, 2008,  05:59 PM",On the Amendment S.Amdt. 3913 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Feingold Amdt. No. 3913,To prohibit reverse targeting and protect the rights of Americans who are communicating with people abroad.,Amendment Rejected (38-57),'1/2',0,48,0,1,37,8,0,4,1,1,0,0,38,57,0,5,
13,110,2,,"February 12, 2008,  10:18 AM",On the Amendment S.Amdt. 3910 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Feinstein Amdt. No. 3910,To provide a statement of the exclusive means by which electronic surveillance and interception of certain communications may be conducted.,"Amendment Rejected (57-41, 3/5 majority required)",'3/5',9,39,0,1,47,1,0,1,1,1,0,0,57,41,0,2,
14,110,2,,"February 12, 2008,  10:43 AM",On the Amendment S.Amdt. 3979 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Feingold Amdt. No. 3979,To provide safeguards for communications involving persons inside the United States.,Amendment Rejected (35-63),'1/2',0,48,0,1,34,14,0,1,1,1,0,0,35,63,0,2,
15,110,2,,"February 12, 2008,  11:03 AM",On the Amendment S.Amdt. 3907 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Dodd Amdt. No. 3907,To strike the provisions providing immunity from civil liability to electronic communication service providers for certain assistance provided to the Government.,Amendment Rejected (31-67),'1/2',0,48,0,1,30,18,0,1,1,1,0,0,31,67,0,2,
16,110,2,,"February 12, 2008,  11:22 AM",On the Amendment S.Amdt. 3912 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Feingold Amdt. No. 3912,To modify the requirements for certifications made prior to the initiation of certain acquisitions.,Amendment Rejected (37-60),'1/2',0,47,0,2,36,12,0,1,1,1,0,0,37,60,0,3,
17,110,2,,"February 12, 2008,  11:44 AM",On the Amendment S.Amdt. 3927 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Specter Amdt. No. 3927,To provide for the substitution of the United States in certain civil actions.,Amendment Rejected (30-68),'1/2',1,47,0,1,28,20,0,1,1,1,0,0,30,68,0,2,
18,110,2,,"February 12, 2008,  12:01 PM",On the Amendment S.Amdt. 3919 to S.Amdt. 3911 to S. 2248 (FISA Amendments Act of 2007),Feinstein Amdt. No. 3919,To provide for the review of certifications by the Foreign Intelligence Surveillance Court.,"Amendment Rejected (41-57, 3/5 majority required)",'3/5',1,47,0,1,39,9,0,1,1,1,0,0,41,57,0,2,
19,110,2,S. 2248,"February 12, 2008,  12:18 PM",On the Cloture Motion S. 2248,Motion to Invoke Cloture Re. S. 2248,"An original bill to amend the Foreign Intelligence Surveillance Act of 1978, to modernize and streamline the provisions of that Act, and for other purposes.","Cloture Motion Agreed to (69-29, 3/5 majority required)",'3/5',48,0,0,1,20,28,0,1,1,1,0,0,69,29,0,2,
20,110,2,S. 2248,"February 12, 2008,  05:30 PM",On Passage of the Bill S. 2248,S.2248 as Amended,"An original bill to amend the Foreign Intelligence Surveillance Act of 1978, to modernize and streamline the provisions of that Act, and for other purposes.",Bill Passed (68-29),'1/2',48,0,0,1,19,28,0,2,1,1,0,0,68,29,0,3,
21,110,2,H.R. 2082,"February 13, 2008,  11:06 AM",On the Cloture Motion H.R. 2082,Motion To Invoke Cloture On The Conference Report To Accompany H.R. 2082,"A bill to authorize appropriations for fiscal year 2008 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes.","Cloture Motion Agreed to (92-4, 3/5 majority required)",'3/5',44,4,0,1,46,0,0,3,2,0,0,0,92,4,0,4,
22,110,2,H.R. 2082,"February 13, 2008,  04:31 PM",On the Conference Report H.R. 2082,HR 2082 Conference Report ,"A bill to authorize appropriations for fiscal year 2008 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes.",Conference Report Agreed to (51-45),'1/2',5,43,0,1,45,1,0,3,1,1,0,0,51,45,0,4,
23,110,2,,"February 13, 2008,  05:24 PM",On the Amendment S.Amdt. 4020 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Tester Amdt. No. 4020,To express the sense of Congress regarding law enforcement and methamphetamine issues in Indian country.,Amendment Agreed to (95-0),'1/2',47,0,0,2,46,0,0,3,2,0,0,0,95,0,0,5,
24,110,2,,"February 14, 2008,  03:03 PM",On the Amendment S.Amdt. 4082 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Dorgan Amdt. No. 4082,Of a perfecting nature.,Amendment Agreed to (95-0),'1/2',47,0,0,2,46,0,0,3,2,0,0,0,95,0,0,5,
25,110,2,,"February 14, 2008,  03:27 PM",On the Amendment S.Amdt. 4034 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Coburn Amdt. No. 4034,To allow tribal members to make their own health care choices.,Amendment Rejected (28-67),'1/2',28,19,0,2,0,46,0,3,0,2,0,0,28,67,0,5,
26,110,2,,"February 14, 2008,  04:31 PM",On the Amendment S.Amdt. 4036 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Coburn Amdt. No. 4036,To prioritize scarce resources to basic medical services for Indians.,Amendment Rejected (21-73),'1/2',21,26,0,2,0,45,0,4,0,2,0,0,21,73,0,6,
27,110,2,,"February 14, 2008,  04:56 PM",On the Amendment S.Amdt. 4032 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Coburn Amdt. No. 4032,To protect rape and sexual assault victims from HIV/AIDS and other sexually transmitted diseases.,Amendment Agreed to (94-0),'1/2',47,0,0,2,45,0,0,4,2,0,0,0,94,0,0,6,
28,110,2,,"February 25, 2008,  05:31 PM",On the Cloture Motion S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Motion to Invoke Cloture on the Dorgan Amdt. No. 3899,In the nature of a substitute.,"Cloture Motion Agreed to (85-2, 3/5 majority required)",'3/5',41,2,0,6,42,0,0,7,2,0,0,0,85,2,0,13,
29,110,2,,"February 25, 2008,  05:58 PM",On the Amendment S.Amdt. 4070 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),DeMint Amdt. No. 4070,Of a perfecting nature.,Amendment Agreed to (78-11),'1/2',44,0,0,5,32,11,0,6,2,0,0,0,78,11,0,11,
30,110,2,,"February 26, 2008,  10:13 AM",On the Amendment S.Amdt. 3896 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Vitter Amdt. No. 3896,To modify a section relating to limitation on use of funds appropriated to the Service.,Amendment Agreed to (52-42),'1/2',43,3,0,3,9,37,0,3,0,2,0,0,52,42,0,6,
31,110,2,,"February 26, 2008,  10:39 AM",On the Amendment S.Amdt. 3897 to S.Amdt. 3899 to S. 1200 (Indian Health Care Improvement Act Amendments of 2007),Smith Amdt. No. 3897,To modify a provision relating to development of innovative approaches.,Amendment Agreed to (56-38),'1/2',30,16,0,3,26,20,0,3,0,2,0,0,56,38,0,6,
32,110,2,S. 1200,"February 26, 2008,  10:58 AM",On Passage of the Bill S. 1200,S.1200 as Amended,A bill to amend the Indian Health Care Improvement Act to revise and extend the Act.,Bill Passed (83-10),'1/2',36,10,0,3,46,0,0,3,1,0,0,1,83,10,0,7,
33,110,2,S. 2633,"February 26, 2008,  02:52 PM",On the Cloture Motion S. 2633,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2633,A bill to provide for the safe redeployment of United States troops from Iraq.,"Cloture Motion Agreed to (70-24, 3/5 majority required)",'3/5',43,3,0,3,26,20,0,3,1,1,0,0,70,24,0,6,
34,110,2,S. 2634,"February 27, 2008,  06:27 PM",On the Cloture Motion S. 2634,Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2634,A bill to require a report setting forth the global strategy of the United States to combat and defeat al Qaeda and its affiliates.,"Cloture Motion Agreed to (89-3, 3/5 majority required)",'3/5',42,3,0,4,45,0,0,4,2,0,0,0,89,3,0,8,
35,110,2,H.R. 3221,"February 28, 2008,  04:55 PM",On the Cloture Motion H.R. 3221,Motion to Invoke Cloture on the Motion to Proceed to H.R.3221,"Moving the United States toward greater energy independence and security, developing innovative new technologies, reducing carbon emissions, creating green jobs, protecting consumers, increasing clean renewable energy production, and modernizing our energy infrastructure, and to amend the Internal Revenue Code of 1986 to provide tax incentives for the production of renewable energy and energy conservation.","Cloture Motion Rejected (48-46, 3/5 majority required)",'3/5',1,45,0,3,45,1,0,3,2,0,0,0,48,46,0,6,
36,110,2,S. 2663,"March 3, 2008,  05:31 PM",On the Motion (Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2663),Motion to Invoke Cloture on the Motion to Proceed to Consider S. 2663,"A bill to reform the Consumer Product Safety Commission to provide greater protection for children's products, to improve the screening of noncompliant consumer products, to improve the effectiveness of consumer product recall programs, and for other purposes.","Motion Agreed to (86-1, 3/5 majority required)",'3/5',41,1,0,7,43,0,0,6,2,0,0,0,86,1,0,13,
37,110,2,,"March 4, 2008,  05:30 PM",On the Motion to Table S.Amdt. 4095 to S. 2663 (No short title on file),Motion To Table DeMint Amdt. No. 4095,In the nature of a substitute.,Motion to Table Agreed to (57-39),'1/2',9,39,0,1,46,0,0,3,2,0,0,0,57,39,0,4,
38,110,2,,"March 5, 2008,  02:05 PM",On the Amendment S.Amdt. 4105 to S. 2663 (No short title on file),Klobuchar Amdt. No. 4105 As Modified,"To authorize appropriations for necessary or appropriate travel, subsistence, and related expenses, and for other purposes.",Amendment Agreed to (96-0),'1/2',48,0,0,1,46,0,0,3,2,0,0,0,96,0,0,4,
39,110,2,,"March 5, 2008,  04:49 PM",On the Motion to Table S.Amdt. 4094 to S. 2663 (No short title on file),Motion To Table Cornyn Amdt. No. 4094 As Modified Further,"To prohibit State attorneys general from entering into contingency fee agreements for legal or expert witness services in certain civil actions relating to Federal consumer product safety rules, regulations, standards, certification or labeling requirements, or orders.",Motion to Table Agreed to (51-45),'1/2',3,45,0,1,46,0,0,3,2,0,0,0,51,45,0,4,
40,110,2,,"March 6, 2008,  11:01 AM",On the Motion to Table S.Amdt. 4097 to S. 2663 (No short title on file),Motion To Table Vitter Amdt. No. 4097,To allow the prevailing party in certain civil actions related to consumer product safety rules to recover attorney fees.,Motion to Table Agreed to (56-39),'1/2',8,39,0,2,46,0,0,3,2,0,0,0,56,39,0,5,
41,110,2,H.R. 4040,"March 6, 2008,  04:53 PM",On Passage of the Bill H.R. 4040,H.R. 4040 As Amended ,A bill to establish consumer product safety standards and other safety requirements for children's products and to reauthorize and modernize the Consumer Product Safety Commission.,Bill Passed (79-13),'1/2',33,13,0,3,44,0,0,5,2,0,0,0,79,13,0,8,
42,110,2,,"March 13, 2008,  11:13 AM",On the Amendment S.Amdt. 4160 to S.Con.Res. 70 (No short title on file),Baucus Amdt. No. 4160,"To provide tax relief to middle-class families and small businesses, property tax relief to homeowners, relief to those whose homes were damaged or destroyed by Hurricanes Katrina and Rita, and tax relief to America's troops and veterans.",Amendment Agreed to (99-1),'1/2',49,0,0,0,48,1,0,0,2,0,0,0,99,1,0,0,
43,110,2,,"March 13, 2008,  11:37 AM",On the Amendment S.Amdt. 4170 to S.Con.Res. 70 (No short title on file),Graham Amdt. No. 4170 as Modified,"To protect families, family farms and small businesses by extending the income tax rate structure, raising the death tax exemption to $5 million and reducing the maximum death tax rate to no more than 35%; to keep education affordable by extending the college tuition deduction; and to protect senior citizens from higher taxes on their retirement income, maintain U.S. financial market competitiveness, and promote economic growth by extending the lower tax rates on dividends and capital gains.",Amendment Rejected (47-52),'1/2',47,2,0,0,0,48,0,1,0,2,0,0,47,52,0,1,
44,110,2,,"March 13, 2008,  11:54 AM",On the Amendment S.Amdt. 4190 to S.Con.Res. 70 (No short title on file),Conrad Amdt. No. 4190,To add a deficit-neutral reserve fund for repealing the 1993 rate increase for the alternative minimum tax for individuals.,Amendment Agreed to (53-46),'1/2',3,46,0,0,48,0,0,1,2,0,0,0,53,46,0,1,
45,110,2,,"March 13, 2008,  12:08 PM",On the Amendment S.Amdt. 4189 to S.Con.Res. 70 (No short title on file),Specter Amdt. No. 4189,To repeal section 13203 of the Omnibus Budget Reconciliation Act of 1993 by restoring the Alternative Minimum Tax rates that had been in effect prior thereto.,Amendment Rejected (49-50),'1/2',47,1,0,1,2,47,0,0,0,2,0,0,49,50,0,1,
46,110,2,,"March 13, 2008,  12:22 PM",On the Motion (Motion to Table Motion to Reconsider),Motion to Table Motion to Reconsider,To repeal section 13203 of the Omnibus Budget Reconciliation Act of 1993 by restoring the Alternative Minimum Tax rates that had been in effect prior thereto.,Motion Rejected (49-51),'1/2',0,49,0,0,47,2,0,0,2,0,0,0,49,51,0,0,
47,110,2,,"March 13, 2008,  12:38 PM",On the Motion to Reconsider S.Amdt. 4189 to S.Con.Res. 70 (No short title on file),Motion to Reconsider Amdt. No. 4189,To repeal section 13203 of the Omnibus Budget Reconciliation Act of 1993 by restoring the Alternative Minimum Tax rates that had been in effect prior thereto.,"Motion to Reconsider Agreed to (50-50, Vice President voted Yea)",'1/2',49,0,0,0,1,48,0,0,0,2,0,0,50,50,0,0,Yea
48,110,2,,"March 13, 2008,  12:53 PM",On the Amendment S.Amdt. 4189 to S.Con.Res. 70 (No short title on file),Upon Reconsideration Specter Amdt. No. 4189,To repeal section 13203 of the Omnibus Budget Reconciliation Act of 1993 by restoring the Alternative Minimum Tax rates that had been in effect prior thereto.,Amendment Rejected (49-51),'1/2',48,1,0,0,1,48,0,0,0,2,0,0,49,51,0,0,
49,110,2,,"March 13, 2008,  01:08 PM",On the Amendment S.Amdt. 4196 to S.Con.Res. 70 (No short title on file),Salazar Amdt. No. 4196 as Modified,"To reform the estate tax to avoid subjecting thousands of families, family businesses, and family farms and ranches to the estate tax.",Amendment Rejected (38-62),'1/2',3,46,0,0,34,15,0,0,1,1,0,0,38,62,0,0,
50,110,2,,"March 13, 2008,  01:24 PM",On the Amendment S.Amdt. 4191 to S.Con.Res. 70 (No short title on file),Kyl Amdt. No. 4191,"To protect small businesses, family ranches and farms from the Death Tax by providing a $5 million exemption, a low rate for smaller estates and a maximum rate no higher than 35%.",Amendment Rejected (50-50),'1/2',48,1,0,0,2,47,0,0,0,2,0,0,50,50,0,0,
51,110,2,,"March 13, 2008,  01:48 PM",On the Amendment S.Amdt. 4204 to S.Con.Res. 70 (No short title on file),Conrad Amdt. No. 4204,To add a deficit-neutral reserve fund for repealing the 1993 increase in the income tax on Social Security benefits.,Amendment Agreed to (53-46),'1/2',3,46,0,0,48,0,0,1,2,0,0,0,53,46,0,1,
52,110,2,,"March 13, 2008,  02:02 PM",On the Amendment S.Amdt. 4192 to S.Con.Res. 70 (No short title on file),Bunning Amdt. No. 4192 as Modified,To repeal the tax increase on Social Security benefits imposed by the Omnibus Budget Reconciliation Act of 1993.,Amendment Rejected (47-53),'1/2',47,2,0,0,0,49,0,0,0,2,0,0,47,53,0,0,
53,110,2,,"March 13, 2008,  02:17 PM",On the Amendment S.Amdt. 4203 to S.Con.Res. 70 (No short title on file),Specter Amdt. No. 4203,To increase funding for the National Institutes of Health and the Low Income Home Energy Assistance Program.,Amendment Agreed to (95-4),'1/2',45,3,0,1,48,1,0,0,2,0,0,0,95,4,0,1,
54,110,2,,"March 13, 2008,  02:33 PM",On the Amendment S.Amdt. 4198 to S.Con.Res. 70 (No short title on file),Dorgan Amdt. No. 4198,To increase the Indian Health Service by $1 billion in FY 2009.,Amendment Agreed to (69-30),'1/2',20,29,0,0,47,1,0,1,2,0,0,0,69,30,0,1,
55,110,2,,"March 13, 2008,  02:50 PM",On the Amendment S.Amdt. 4329 to S.Con.Res. 70 (No short title on file),Bill Nelson Amdt. No. 4329,To establish a deficit-neutral reserve fund to improve energy efficiency and production.,Amendment Agreed to (56-43),'1/2',6,42,0,1,48,1,0,0,2,0,0,0,56,43,0,1,
56,110,2,,"March 13, 2008,  03:10 PM",On the Amendment S.Amdt. 4207 to S.Con.Res. 70 (No short title on file),Alexander Amdt. No. 4207 as Modified,To establish a deficit-neutral reserve fund to improve energy efficiency and production.,Amendment Rejected (47-51),'1/2',43,5,0,1,4,44,0,1,0,2,0,0,47,51,0,2,
57,110,2,,"March 13, 2008,  03:39 PM",On the Amendment S.Amdt. 4350 to S.Con.Res. 70 (No short title on file),Kennedy Amdt. No. 4350,"To increase funding for the Department of Education's English Literacy-Civics Education State Grant program, with an offset.",Amendment Agreed to (95-2),'1/2',46,2,0,1,47,0,0,2,2,0,0,0,95,2,0,3,
58,110,2,,"March 13, 2008,  03:54 PM",On the Amendment S.Amdt. 4222 to S.Con.Res. 70 (No short title on file),Alexander Amdt. No. 4222,"To take $670,000 used by the EEOC in bringing actions against employers that require their employees to speak English, and instead use the money to teach English to adults through the Department of Education's English Literacy/Civics Education State Grant program.",Amendment Agreed to (54-44),'1/2',47,1,0,1,7,41,0,1,0,2,0,0,54,44,0,2,
59,110,2,,"March 13, 2008,  04:13 PM",On the Amendment S.Amdt. 4259 to S.Con.Res. 70 (No short title on file),Menendez Amdt. No. 4259,To establish a reserve fund for immigration reform and enforcement.,Amendment Agreed to (53-45),'1/2',5,43,0,1,46,2,0,1,2,0,0,0,53,45,0,2,
60,110,2,,"March 13, 2008,  04:29 PM",On the Amendment S.Amdt. 4231 to S.Con.Res. 70 (No short title on file),Sessions Amdt. No. 4231,"To establish a deficit-neutral reserve fund for border security, immigration enforcement, and criminal alien removal programs.",Amendment Agreed to (61-37),'1/2',48,0,0,1,13,35,0,1,0,2,0,0,61,37,0,2,
61,110,2,,"March 13, 2008,  04:47 PM",On the Motion (Motion to Waive C.B.A. Cornyn Amdt. No. 4242),Motion to Waive C.B.A. Cornyn Amdt. No. 4242,"To protect the family budget by providing for a budget point of order against legislation that increases income taxes on taxpayers, including hard-working middle-income families, entrepreneurs, and college students.","Motion Rejected (58-40, 3/5 majority required)",'3/5',48,0,0,1,10,38,0,1,0,2,0,0,58,40,0,2,
62,110,2,,"March 13, 2008,  05:07 PM",On the Amendment S.Amdt. 4246 to S.Con.Res. 70 (No short title on file),Allard Amdt. No. 4246,To raise taxes by an unprecedented $1.4 trillion for the purpose of fully funding 111 new or expanded federal spending programs.,Amendment Rejected (0-97),'1/2',0,48,0,1,0,47,0,2,0,2,0,0,0,97,0,3,
63,110,2,,"March 13, 2008,  05:28 PM",On the Amendment S.Amdt. 4240 to S.Con.Res. 70 (No short title on file),Ensign Amdt. No. 4240,To require wealthy Medicare beneficiaries to pay a greater share of their Medicare Part D premiums.,Amendment Rejected (42-56),'1/2',40,8,0,1,2,46,0,1,0,2,0,0,42,56,0,2,
64,110,2,,"March 13, 2008,  05:45 PM",On the Amendment S.Amdt. 4218 to S.Con.Res. 70 (No short title on file),Sanders Amdt. No. 4218,"To put children ahead of millionaires and billionaires by restoring the pre-2001 top income tax rate for people earning over $1 million, and use this revenue to invest in LIHEAP; IDEA; Head Start; Child Care; nutrition; school construction and deficit reduction.",Amendment Rejected (43-55),'1/2',1,47,0,1,40,8,0,1,2,0,0,0,43,55,0,2,
65,110,2,,"March 13, 2008,  06:08 PM",On the Amendment S.Amdt. 4328 to S.Con.Res. 70 (No short title on file),DeMint Amdt. No. 4328,To provide for a deficit-neutral reserve fund for Social Security reform.,Amendment Rejected (41-57),'1/2',40,8,0,1,1,47,0,1,0,2,0,0,41,57,0,2,
66,110,2,,"March 13, 2008,  06:32 PM",On the Amendment S.Amdt. 4232 to S.Con.Res. 70 (No short title on file),Allard Amdt. No. 4232,To pay down the Federal debt and eliminate government waste by reducing spending 5 percent on programs rated (as mandated under the Government Performance and Results Act (Public Law 103-62)) ineffective by the Office of Management and Budget Program Assessment Rating Tool.,Amendment Rejected (29-68),'1/2',29,18,0,2,0,48,0,1,0,2,0,0,29,68,0,3,
67,110,2,,"March 13, 2008,  06:52 PM",On the Amendment S.Amdt. 4284 to S.Con.Res. 70 (No short title on file),Brownback Amdt. No. 4284,To provide funds for a Commission on Budgetary Accountability and Review of Federal Agencies.,Amendment Agreed to (49-48),'1/2',38,9,0,2,11,37,0,1,0,2,0,0,49,48,0,3,
68,110,2,,"March 13, 2008,  07:13 PM",On the Amendment S.Amdt. 4197 to S.Con.Res. 70 (No short title on file),Kohl Amdt. No. 4197,To establish a deficit-neutral reserve fund for a 3-year extension of the pilot program for national and State background checks on direct patient access employees of long-term care facilities or providers.,Amendment Agreed to (89-7),'1/2',40,7,0,2,47,0,0,2,2,0,0,0,89,7,0,4,
69,110,2,,"March 13, 2008,  08:22 PM",On the Motion to Table S.Amdt. 4309 to S.Con.Res. 70 (No short title on file),Motion to Table Vitter Amdt. No. 4309,To create a reserve fund to ensure that Federal assistance does not go to sanctuary cities that ignore the immigration laws of the United States and create safe havens for illegal aliens and potential terrorists.,Motion to Table Agreed to (58-40),'1/2',9,39,0,1,47,1,0,1,2,0,0,0,58,40,0,2,
70,110,2,,"March 13, 2008,  08:45 PM",On the Amendment S.Amdt. 4368 to S.Con.Res. 70 (No short title on file),Boxer Amdt. No. 4368 as Modified,To increase funding for the Department of Justice for the vigorous enforcement of laws protecting children.,Amendment Agreed to (90-5),'1/2',43,5,0,1,45,0,0,4,2,0,0,0,90,5,0,5,
71,110,2,,"March 13, 2008,  09:10 PM",On the Amendment S.Amdt. 4335 to S.Con.Res. 70 (No short title on file),Ensign Amdt. No. 4335,"To increase funding for the Department of Justice for the vigorous enforcement of a prohibition against taking minors across State lines in circumvention of laws requiring the involvement of parents in abortion decisions consistent with the Child Custody Protection Act, which passed the Senate by a bipartisan vote of 65-34, with an offset.",Amendment Rejected (49-49),'1/2',44,4,0,1,5,43,0,1,0,2,0,0,49,49,0,2,
72,110,2,,"March 13, 2008,  09:20 PM",On the Motion (Motion to Waive C.B.A. DeMint Amdt. No. 4340),Motion to Waive C.B.A. DeMint Amdt. No. 4340,To create a point of order against bills that would raise gasoline prices.,"Motion Rejected (39-59, 3/5 majority required)",'3/5',37,11,0,1,2,46,0,1,0,2,0,0,39,59,0,2,
73,110,2,,"March 13, 2008,  09:38 PM",On the Motion (Motion to Waive C.B.A. Cornyn Amdt. No. 4313),Motion to Waive C.B.A. Cornyn Amdt. No. 4313,To protect the family budget from runaway Government spending by increasing the number of Senators necessary to waive the PAYGO Point of Order from 60 to 100.,"Motion Rejected (27-71, 3/5 majority required)",'3/5',27,21,0,1,0,48,0,1,0,2,0,0,27,71,0,2,
74,110,2,,"March 13, 2008,  10:01 PM",On the Amendment S.Amdt. 4348 to S.Con.Res. 70 (No short title on file),Kyl Amdt. No. 4348,"To provide certainty to taxpayers by extending expiring tax provisions such as the R&D Tax Credit that helps US companies innovate, combat pay exclusion for our soldiers in the field, the education deduction to make colleges more affordable and the alternative energy incentives to make the environment cleaner through the end of 2009.",Amendment Rejected (49-50),'1/2',48,1,0,0,1,47,0,1,0,2,0,0,49,50,0,1,
