Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
70,R,115,H R 4533,13-Feb-2018,6:54 PM,"On Motion to Suspend the Rules and Pass, as Amended",Lexington VA Health Care System,Passed,220,0,0,17,182,0,0,11,0,0,0,0,402,0,0,28
71,R,115,H R 4979,13-Feb-2018,7:03 PM,"On Motion to Suspend the Rules and Pass, as Amended",To extend the Generalized System of Preferences and to make technical changes to the competitive need limitations provision of the program,Passed,217,2,0,18,183,0,0,10,0,0,0,0,400,2,0,28
72,R,115,H RES 736,14-Feb-2018,1:38 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 620, the ADA Education and Reform Act of 2017; H.R. 3299, the Protection Consumers’ Access to Credit Act of 2017; H.R. 3978, theTRID Improvement Act of 2017; and providing for proceedings during the period from February 16, 2018, through February 23, 2018",Passed,228,0,0,9,0,187,0,6,0,0,0,0,228,187,0,15
73,R,115,H RES 736,14-Feb-2018,1:50 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 620, the ADA Education and Reform Act of 2017; H.R. 3299, the Protection Consumers’ Access to Credit Act of 2017; H.R. 3978, theTRID Improvement Act of 2017; and providing for proceedings during the period from February 16, 2018, through February 23, 2018",Passed,227,0,0,10,0,187,0,6,0,0,0,0,227,187,0,16
74,R,115,H R 3542,14-Feb-2018,1:58 PM,"On Motion to Suspend the Rules and Pass, as Amended",Hamas Human Shields Prevention Act,Passed,228,0,0,9,187,0,0,6,0,0,0,0,415,0,0,15
75,R,115,H RES 129,14-Feb-2018,2:05 PM,"On Motion to Suspend the Rules and Agree, as Amended","Calling on the Department of Defense, other elements of the Federal Government, and foreign governments to intensify efforts to investigate, recover, and identify all missing and unaccounted-for personnel of the United States",Passed,227,0,0,10,184,0,0,9,0,0,0,0,411,0,0,19
76,R,115,H R 3978,14-Feb-2018,4:56 PM,On Motion to Recommit with Instructions,TRID Improvement Act,Failed,2,228,0,7,187,0,0,6,0,0,0,0,189,228,0,13
77,R,115,H R 3978,14-Feb-2018,5:04 PM,On Passage,TRID Improvement Act,Passed,228,1,0,8,43,144,0,6,0,0,0,0,271,145,0,14
78,R,115,H R 3299,14-Feb-2018,5:12 PM,On Passage,Protecting Consumers’ Access to Credit Act of 2017,Passed,229,1,0,7,16,170,0,7,0,0,0,0,245,171,0,14
79,R,115,H R 620,15-Feb-2018,11:46 AM,On Agreeing to the Amendment,None,Failed,15,215,0,7,173,11,0,9,0,0,0,0,188,226,0,16
80,R,115,H R 620,15-Feb-2018,11:56 AM,On Passage,ADA Education and Reform Act of 2017,Passed,213,19,0,5,12,173,0,8,0,0,0,0,225,192,0,13
81,R,115,H R 1222,26-Feb-2018,6:55 PM,"On Motion to Suspend the Rules and Pass, as Amended",Congenital Heart Futures Reauthorization Act of 2017,Passed,217,7,0,13,177,0,0,16,0,0,0,0,394,7,0,29
82,R,115,H R 2422,26-Feb-2018,7:13 PM,"On Motion to Suspend the Rules and Pass, as Amended",Action for Dental Health Act of 2017,Passed,209,13,0,15,178,0,0,15,0,0,0,0,387,13,0,30
83,R,115,MOTION,27-Feb-2018,1:37 PM,Table Appeal of the Ruling of the Chair,None,Passed,228,0,0,9,0,184,0,9,0,0,0,0,228,184,0,18
84,R,115,H RES 748,27-Feb-2018,1:45 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 1865), the Allow States and Victims to Fight Online Sex Trafficking Act of 2017",Passed,228,0,0,9,0,184,0,9,0,0,0,0,228,184,0,18
85,R,115,H RES 748,27-Feb-2018,1:52 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 1865), the Allow States and Victims to Fight Online Sex Trafficking Act of 2017",Passed,226,0,0,11,9,175,0,9,0,0,0,0,235,175,0,20
86,R,115,H RES 747,27-Feb-2018,1:59 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 4296) to place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency, and providing for consideration of the bill (H.R. 4607) the Comprehensive Regulatory Review Act",Passed,227,0,0,10,0,185,0,8,0,0,0,0,227,185,0,18
87,R,115,H RES 747,27-Feb-2018,2:05 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 4296) to place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency, and providing for consideration of the bill (H.R. 4607) the Comprehensive Regulatory Review Act",Passed,226,0,0,11,4,177,0,12,0,0,0,0,230,177,0,23
88,R,115,H R 4296,27-Feb-2018,5:28 PM,On Motion to Recommit with Instructions,To place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency,Failed,2,228,0,7,183,0,0,10,0,0,0,0,185,228,0,17
89,R,115,H R 4296,27-Feb-2018,5:37 PM,On Passage,To place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency,Passed,226,3,0,8,19,166,0,8,0,0,0,0,245,169,0,16
90,R,115,H R 1865,27-Feb-2018,5:46 PM,On Agreeing to the Amendment,None,Agreed to,169,61,0,7,139,46,0,8,0,0,0,0,308,107,0,15
91,R,115,H R 1865,27-Feb-2018,5:59 PM,On Passage,Allow States and Victims to Fight Online Sex Trafficking Act,Passed,214,14,0,9,174,11,0,8,0,0,0,0,388,25,0,17
92,R,115,H R 3183,5-Mar-2018,6:55 PM,On Motion to Suspend the Rules and Pass,"To designate the facility of the United States Postal Service located at 13683 James Madison Highway in Palmyra, Virginia, as the “U.S. Navy Seaman Dakota Kyle Rigsby Post Office”",Passed,225,0,0,12,164,0,0,29,0,0,0,0,389,0,0,41
93,R,115,H R 4406,5-Mar-2018,7:04 PM,"On Motion to Suspend the Rules and Pass, as Amended","To designate the facility of the United States Postal Service located at 99 Macombs Place in New York, New York, as the “Tuskegee Airman Post Office Building”",Passed,223,0,0,14,164,0,0,29,0,0,0,0,387,0,0,43
94,R,115,H R 4607,6-Mar-2018,4:17 PM,On Motion to Recommit with Instructions,Comprehensive Regulatory Review Act,Failed,2,227,0,8,180,1,0,12,0,0,0,0,182,228,0,20
95,R,115,H R 4607,6-Mar-2018,4:25 PM,On Passage,Comprehensive Regulatory Review Act,Passed,226,0,0,11,38,143,0,12,0,0,0,0,264,143,0,23
96,R,115,H RES 762,7-Mar-2018,1:39 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 1119) Satisfying Energy Needs and Saving the Environment Act, and providing for consideration of the bill (H.R. 1917) Blocking Regulatory Interference from Closing Kilns Act",Passed,229,0,0,8,0,183,0,10,0,0,0,0,229,183,0,18
97,R,115,H RES 762,7-Mar-2018,1:46 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 1119) Satisfying Energy Needs and Saving the Environment Act, and providing for consideration of the bill (H.R. 1917) Blocking Regulatory Interference from Closing Kilns Act",Passed,227,0,0,10,0,185,0,8,0,0,0,0,227,185,0,18
98,R,115,H R 1917,7-Mar-2018,4:24 PM,On Motion to Recommit with Instructions,Blocking Regulatory Interference from Closing Kilns Act,Failed,2,227,0,8,184,0,0,9,0,0,0,0,186,227,0,17
99,R,115,H R 1917,7-Mar-2018,4:32 PM,On Passage,Blocking Regulatory Interference from Closing Kilns Act,Passed,228,1,0,8,6,179,1,7,0,0,0,0,234,180,1,15
100,R,115,H R 1119,8-Mar-2018,10:35 AM,On Motion to Recommit with Instructions,Satisfying Energy Needs and Saving the Environment (SENSE) Act,Failed,1,225,0,11,180,0,0,13,0,0,0,0,181,225,0,24
101,R,115,H R 1119,8-Mar-2018,10:44 AM,On Passage,Satisfying Energy Needs and Saving the Environment (SENSE) Act,Passed,210,14,0,13,5,175,0,13,0,0,0,0,215,189,0,26
102,R,115,H R 5247,13-Mar-2018,6:55 PM,On Motion to Suspend the Rules and Pass,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018",Failed,227,2,0,8,32,138,0,23,0,0,0,0,259,140,0,31
103,R,115,H R 4465,13-Mar-2018,7:03 PM,On Motion to Suspend the Rules and Pass,Endangered Fish Recovery Programs Extension Act of 2017,Passed,222,6,0,9,170,0,0,23,0,0,0,0,392,6,0,32
104,R,115,H RES 773,14-Mar-2018,2:43 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 4545, the Financial Institutions Examination Fairness and Reform Act; H.R. 1116, the TAILOR Act of 2017; and H.R. 4263, the Regulation At Improvement Act of 2017",Passed,234,0,0,3,0,183,0,10,0,0,0,0,234,183,0,13
105,R,115,H RES 773,14-Mar-2018,2:51 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 4545, the Financial Institutions Examination Fairness and Reform Act; H.R. 1116, the TAILOR Act of 2017; and H.R. 4263, the Regulation At Improvement Act of 2017",Passed,232,0,0,5,3,182,0,8,0,0,0,0,235,182,0,13
106,R,115,H R 4909,14-Mar-2018,3:10 PM,"On Motion to Suspend the Rules and Pass, as Amended","Student, Teachers, and Officers Preventing School Violence Act of 2018",Passed,229,5,0,3,178,5,0,10,0,0,0,0,407,10,0,13
107,R,115,H R 1116,14-Mar-2018,5:37 PM,On Motion to Recommit with Instructions,Taking Account of Institutions with Low Operation Risk Act of 2017 or the TAILOR Act of 2017,Failed,1,232,0,4,181,0,0,12,0,0,0,0,182,232,0,16
108,R,115,H R 1116,14-Mar-2018,5:45 PM,On Passage,Taking Account of Institutions with Low Operation Risk Act of 2017 or the TAILOR Act of 2017,Passed,231,1,0,5,16,168,0,9,0,0,0,0,247,169,0,14
109,R,115,H R 4263,15-Mar-2018,3:48 PM,On Motion to Recommit with Instructions,Regulation At Improvement Act of 2017,Failed,2,231,0,4,180,4,0,9,0,0,0,0,182,235,0,13
110,R,115,H R 4263,15-Mar-2018,3:55 PM,On Passage,Regulation At Improvement Act of 2017,Passed,232,1,0,4,14,169,0,10,0,0,0,0,246,170,0,14
111,R,115,H R 4545,15-Mar-2018,4:03 PM,On Agreeing to the Amendment,None,Failed,1,232,0,4,183,1,0,9,0,0,0,0,184,233,0,13
112,R,115,H R 4545,15-Mar-2018,4:10 PM,On Passage,Financial Institutions Examination Fairness and Reform Act,Passed,231,1,0,5,52,132,0,9,0,0,0,0,283,133,0,14
113,R,115,H RES 780,15-Mar-2018,4:17 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 4061, the Financial Stability Oversight Council Improvement Act of 2017; and providing for consideration of H.R. 4293, the Stress Test Improvement Act of 2017",Passed,232,0,0,5,0,182,0,11,0,0,0,0,232,182,0,16
114,R,115,H RES 780,15-Mar-2018,4:23 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 4061, the Financial Stability Oversight Council Improvement Act of 2017; and providing for consideration of H.R. 4293, the Stress Test Improvement Act of 2017",Passed,230,0,0,7,5,177,0,11,0,0,0,0,235,177,0,18
115,R,115,H R 835,19-Mar-2018,6:52 PM,On Motion to Suspend the Rules and Pass,"To update the map of, and modify the maximum acreage available for inclusion in, the Florissant Fossil Beds National Monument",Passed,220,3,0,14,165,0,0,27,0,0,0,0,385,3,0,41
116,R,115,H R 4851,19-Mar-2018,7:02 PM,"On Motion to Suspend the Rules and Pass, as Amended",Kennedy--King National Commemorative Site Act,Passed,222,0,0,15,169,0,0,23,0,0,0,0,391,0,0,38
117,R,115,H RES 787,20-Mar-2018,2:05 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 4566, the Alleviating Stress Test Burdens to Help Investors Act; Providing for consideration of H.R. 5247, the Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018; and for other purposes",Passed,233,0,0,4,0,181,0,11,0,0,0,0,233,181,0,15
118,R,115,H RES 787,20-Mar-2018,2:18 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 4566, the Alleviating Stress Test Burdens to Help Investors Act; Providing for consideration of H.R. 5247, the Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018; and for other purposes",Passed,225,3,0,9,0,180,0,12,0,0,0,0,225,183,0,21
